"PlotPlant_ID"	"Observation_ID"	"AcTaxon"	"Genus"	"specific_epithet"	"subsp"	"var"	"Module"	"Submodule"	"Habit"	"Field"	"f1"	"f2"	"f3"	"Shrub"	"s1"	"s2"	"s3"	"Subcanopy"	"scf"	"scs1"	"scs2"	"scs3"	"sct1"	"sct2"	"sct3"	"Tree"	"tf"	"ts1"	"ts2"	"ts3"	"t1"	"t2"	"t3"	"t4"	"diam10cmCount"	"hourstamp"	"Transect_Position"	"BA"	"Biomass"	"Fmin"	"Fmax"	"Smin"	"Smax"	"SCmin"	"SCmax"	"Tmin"	"Tmax"	"Original_Field"	"Original_Shrub"	"Original_Subcanopy"	"Original_Tree"	"Dmin"	"Dmax"	"Hmin"	"Hmax"
"GRR.GJS.2014.15.AllAll.Arctostaphylos.uva-ursi.."	"GRR.GJS.2014.15"	"Arctostaphylos uva-ursi"	"Arctostaphylos"	"uva-ursi"			"All"	"All"	"SBE1"	0.20	1	1	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062315.00	0.00	0.00	0.00	0.00	0.25														
"GRR.GJS.2014.15.AllAll.Carex.pensylvanica.."	"GRR.GJS.2014.15"	"Carex pensylvanica"	"Carex"	"pensylvanica"			"All"	"All"	"HGC2"	10.00	0	1	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062315.00	0.00	0.00	0.00	0.10	0.25														
"GRR.GJS.2014.15.AllAll.Ceanothus.americanus.."	"GRR.GJS.2014.15"	"Ceanothus americanus"	"Ceanothus"	"americanus"			"All"	"All"	"SBD1"	0.20	0	1	1	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062315.00	0.00	0.00	0.00	0.10	0.50														
"GRR.GJS.2014.15.AllAll.Deschampsia.flexuosa.."	"GRR.GJS.2014.15"	"Deschampsia flexuosa"	"Deschampsia"	"flexuosa"			"All"	"All"	"HGC2"	1.00	0	1	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062315.00	0.00	0.00	0.00	0.10	0.25														
"GRR.GJS.2014.15.AllAll.Hypericum.perforatum.."	"GRR.GJS.2014.15"	"Hypericum perforatum"	"Hypericum"	"perforatum"			"All"	"All"	"HF2"	0.20	0	0	1	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062315.00	0.00	0.00	0.00	0.25	0.50														
"GRR.GJS.2014.15.AllAll.Maianthemum.racemosum.."	"GRR.GJS.2014.15"	"Maianthemum racemosum"	"Maianthemum"	"racemosum"			"All"	"All"	"HF2"	0.20	0	1	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062315.00	0.00	0.00	0.00	0.10	0.25														
"GRR.GJS.2014.15.AllAll.Pinus.strobus.."	"GRR.GJS.2014.15"	"Pinus strobus"	"Pinus"	"strobus"			"All"	"All"	"TNE2"	0.00	0	0	0	1.00	0	1	1	10.00	1	0	0	0	1	0	0	0.00	0	0	0	0	0	0	0	0		2014062315.00	0.00	0.00	0.00			1.00	5.00	0.25	10.00										
"GRR.GJS.2014.15.AllAll.Prunus.serotina.."	"GRR.GJS.2014.15"	"Prunus serotina"	"Prunus"	"serotina"			"All"	"All"	"TBD2"	1.00	0	1	1	1.00	1	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062315.00	0.00	0.00	0.00	0.10	0.50	0.50	1.00												
"GRR.GJS.2014.15.AllAll.Pteridium.aquilinum.."	"GRR.GJS.2014.15"	"Pteridium aquilinum"	"Pteridium"	"aquilinum"			"All"	"All"	"HFE"	15.00	0	0	1	0.00	1	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062315.00	0.00	0.00	0.00	0.25	1.00														
"GRR.GJS.2014.15.AllAll.Quercus.alba.."	"GRR.GJS.2014.15"	"Quercus alba"	"Quercus"	"alba"			"All"	"All"	"TBD2"	1.00	0	0	1	5.00	1	1	1	1.00	0	0	0	1	1	0	0	5.00	0	0	0	0	1	1	1	0		2014062315.00	0.00	1.00	0.00	0.25	0.50	0.50	5.00	2.00	10.00	5.00	20.00								
"GRR.GJS.2014.15.AllAll.Quercus.velutina.."	"GRR.GJS.2014.15"	"Quercus velutina"	"Quercus"	"velutina"			"All"	"All"	"TBD2"	2.00	0	1	1	0.20	1	0	0	0.00	0	0	0	0	0	0	0	80.00	0	0	0	0	0	1	1	1		2014062315.00	0.00	7.00	0.00	0.10	0.50	0.50	1.00			10.00	23.00								
"GRR.GJS.2014.15.AllAll.Rubus.flagellaris.."	"GRR.GJS.2014.15"	"Rubus flagellaris"	"Rubus"	"flagellaris"			"All"	"All"	"SBD1"	0.20	1	1	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062315.00	0.00	0.00	0.00	0.00	0.25														
"GRR.GJS.2014.15.AllAll.Sassafras.albidum.."	"GRR.GJS.2014.15"	"Sassafras albidum"	"Sassafras"	"albidum"			"All"	"All"	"TBD2"	2.00	0	1	1	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062315.00	0.00	0.00	0.00	0.10	0.50														
"GRR.GJS.2014.15.AllAll.Solidago.nemoralis.."	"GRR.GJS.2014.15"	"Solidago nemoralis"	"Solidago"	"nemoralis"			"All"	"All"	"HF2"	0.20	0	1	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062315.00	0.00	0.00	0.00	0.10	0.25														
"GRR.GJS.2014.15.AllAll.Vaccinium.angustifolium.."	"GRR.GJS.2014.15"	"Vaccinium angustifolium"	"Vaccinium"	"angustifolium"			"All"	"All"	"SBD1"	0.20	0	1	1	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062315.00	0.00	0.00	0.00	0.10	0.50														
"GRR.GJS.2014.16.NEA.Cladina.rangiferina.."	"GRR.GJS.2014.16"	"Cladina rangiferina"	"Cladina"	"rangiferina"			"NE"	"A"	"NL"	55.66	1	0	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062310.00	0.00	0.00	0.00	0.00	0.10							25.00	0.00	0.00	0.00				
"GRR.GJS.2014.16.NEA.Hieracium.caespitosum.."	"GRR.GJS.2014.16"	"Hieracium caespitosum"	"Hieracium"	"caespitosum"			"NE"	"A"	"HF2"	2.80	0	1	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062310.00	0.00	0.00	0.00	0.10	0.25							1.00	0.00	0.00	0.00				
"GRR.GJS.2014.16.NEA.Lupinus.perennis.."	"GRR.GJS.2014.16"	"Lupinus perennis"	"Lupinus"	"perennis"			"NE"	"A"	"HF2"	5.55	0	1	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062309.00	0.00	0.00	0.00	0.10	0.25							2.00	0.00	0.00	0.00				
"GRR.GJS.2014.16.NEA.Rumex.acetosella.."	"GRR.GJS.2014.16"	"Rumex acetosella"	"Rumex"	"acetosella"			"NE"	"A"	"HF2"	1.40	0	1	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062310.00	0.00	0.00	0.00	0.10	0.25							0.50	0.00	0.00	0.00				
"GRR.GJS.2014.16.NEA.Sassafras.albidum.."	"GRR.GJS.2014.16"	"Sassafras albidum"	"Sassafras"	"albidum"			"NE"	"A"	"TBD2"	2.80	0	1	1	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062309.00	0.00	0.00	0.00	0.10	0.50							1.00	0.00	0.00	0.00				
"GRR.GJS.2014.16.NEA.Schizachyrium.scoparium.."	"GRR.GJS.2014.16"	"Schizachyrium scoparium"	"Schizachyrium"	"scoparium"			"NE"	"A"	"HGW2"	55.66	0	0	1	0.00	1	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062310.00	0.00	0.00	0.00	0.25	1.00							25.00	0.00	0.00	0.00				
"GRR.GJS.2014.16.NEAll.Andropogon.gerardii.."	"GRR.GJS.2014.16"	"Andropogon gerardi"	"Andropogon"	"gerardii"			"NE"	"All"	"HGW2"	0.56	0	0	0	0.00	1	1	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062310.00	0.00	0.00	0.00	0.50	2.00							0.20	0.00	0.00	0.00				
"GRR.GJS.2014.16.NEAll.Carex.pensylvanica.."	"GRR.GJS.2014.16"	"Carex pensylvanica"	"Carex"	"pensylvanica"			"NE"	"All"	"HGC2"	63.52	0	0	1	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062309.00	0.00	0.00	0.00	0.25	0.50							30.00	0.00	0.00	0.00				
"GRR.GJS.2014.16.NEAll.Coreopsis.lanceolata.."	"GRR.GJS.2014.16"	"Coreopsis lanceolata"	"Coreopsis"	"lanceolata"			"NE"	"All"	"HF2"	5.55	0	1	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062309.00	0.00	0.00	0.00	0.10	0.25							2.00	0.00	0.00	0.00				
"GRR.GJS.2014.16.NEAll.Dichanthelium.depauperatum.."	"GRR.GJS.2014.16"	"Dichanthelium depauperatum"	"Dichanthelium"	"depauperatum"			"NE"	"All"	"HGC2"	0.56	0	1	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062310.00	0.00	0.00	0.00	0.10	0.25							0.20	0.00	0.00	0.00				
"GRR.GJS.2014.16.NEAll.Euphorbia.corollata.."	"GRR.GJS.2014.16"	"Euphorbia corollata"	"Euphorbia"	"corollata"			"NE"	"All"	"HF2"	1.40	0	1	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062309.00	0.00	0.00	0.00	0.10	0.25							0.50	0.00	0.00	0.00				
"GRR.GJS.2014.16.NEAll.Koeleria.macrantha.."	"GRR.GJS.2014.16"	"Koeleria macrantha"	"Koeleria"	"macrantha"			"NE"	"All"	"HGC2"	2.80	0	0	1	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062309.00	0.00	0.00	0.00	0.25	0.50							1.00	0.00	0.00	0.00				
"GRR.GJS.2014.16.NEAll.Polygala.polygama.."	"GRR.GJS.2014.16"	"Polygala polygama"	"Polygala"	"polygama"			"NE"	"All"	"HF2"	2.80	0	1	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062309.00	0.00	0.00	0.00	0.10	0.25							1.00	0.00	0.00	0.00				
"GRR.GJS.2014.16.NEAll.Prunus.serotina.."	"GRR.GJS.2014.16"	"Prunus serotina"	"Prunus"	"serotina"			"NE"	"All"	"TBD2"	0.00	0	0	0	2.80	1	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062309.00	0.00	0.00	0.00			0.50	1.00					0.00	1.00	0.00	0.00				
"GRR.GJS.2014.16.NEAll.Quercus.alba.."	"GRR.GJS.2014.16"	"Quercus alba"	"Quercus"	"alba"			"NE"	"All"	"TBD2"	1.40	0	0	1	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062309.00	0.00	0.00	0.00	0.25	0.50							0.50	0.00	0.00	0.00				
"GRR.GJS.2014.16.NEAll.Quercus.velutina.."	"GRR.GJS.2014.16"	"Quercus velutina"	"Quercus"	"velutina"			"NE"	"All"	"TBD2"	0.00	0	0	0	2.80	1	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062309.00	0.00	0.00	0.00			0.50	1.00					0.00	1.00	0.00	0.00				
"GRR.GJS.2014.16.NEAll.Symphyotrichum.laeve.."	"GRR.GJS.2014.16"	"Symphyotrichum laeve"	"Symphyotrichum"	"laeve"			"NE"	"All"	"HF2"	0.56	0	1	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062310.00	0.00	0.00	0.00	0.10	0.25							0.20	0.00	0.00	0.00				
"GRR.GJS.2014.16.NWA.Andropogon.gerardii.."	"GRR.GJS.2014.16"	"Andropogon gerardi"	"Andropogon"	"gerardii"			"NW"	"A"	"HGW2"	5.55	0	0	1	0.00	1	1	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062312.00	0.00	0.00	0.00	0.25	2.00							2.00	0.00	0.00	0.00				
"GRR.GJS.2014.16.NWA.Cladina.rangiferina.."	"GRR.GJS.2014.16"	"Cladina rangiferina"	"Cladina"	"rangiferina"			"NW"	"A"	"NL"	13.50	1	0	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062312.00	0.00	0.00	0.00	0.00	0.10							5.00	0.00	0.00	0.00				
"GRR.GJS.2014.16.NWA.Coreopsis.lanceolata.."	"GRR.GJS.2014.16"	"Coreopsis lanceolata"	"Coreopsis"	"lanceolata"			"NW"	"A"	"HF2"	13.50	0	0	1	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062312.00	0.00	0.00	0.00	0.25	0.50							5.00	0.00	0.00	0.00				
"GRR.GJS.2014.16.NWA.Hieracium.caespitosum.."	"GRR.GJS.2014.16"	"Hieracium caespitosum"	"Hieracium"	"caespitosum"			"NW"	"A"	"HF2"	2.80	0	1	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062312.00	0.00	0.00	0.00	0.10	0.25							1.00	0.00	0.00	0.00				
"GRR.GJS.2014.16.NWA.Koeleria.macrantha.."	"GRR.GJS.2014.16"	"Koeleria macrantha"	"Koeleria"	"macrantha"			"NW"	"A"	"HGC2"	2.80	0	0	1	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062312.00	0.00	0.00	0.00	0.25	0.50							1.00	0.00	0.00	0.00				
"GRR.GJS.2014.16.NWA.Lupinus.perennis.."	"GRR.GJS.2014.16"	"Lupinus perennis"	"Lupinus"	"perennis"			"NW"	"A"	"HF2"	5.55	0	1	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062312.00	0.00	0.00	0.00	0.10	0.25							2.00	0.00	0.00	0.00				
"GRR.GJS.2014.16.NWA.-moss-..."	"GRR.GJS.2014.16"	"-moss-"	"-moss-"				"NW"	"A"	"NB"	2.80	1	0	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062312.00	0.00	0.00	0.00	0.00	0.10							1.00	0.00	0.00	0.00				
"GRR.GJS.2014.16.NWA.Poa.compressa.."	"GRR.GJS.2014.16"	"Poa compressa"	"Poa"	"compressa"			"NW"	"A"	"HGC2"	0.56	0	1	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062312.00	0.00	0.00	0.00	0.10	0.25							0.20	0.00	0.00	0.00				
"GRR.GJS.2014.16.NWA.Polygala.polygama.."	"GRR.GJS.2014.16"	"Polygala polygama"	"Polygala"	"polygama"			"NW"	"A"	"HF2"	2.80	0	1	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062312.00	0.00	0.00	0.00	0.10	0.25							1.00	0.00	0.00	0.00				
"GRR.GJS.2014.16.NWA.Rumex.acetosella.."	"GRR.GJS.2014.16"	"Rumex acetosella"	"Rumex"	"acetosella"			"NW"	"A"	"HF2"	13.50	0	1	1	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062312.00	0.00	0.00	0.00	0.10	0.50							5.00	0.00	0.00	0.00				
"GRR.GJS.2014.16.NWA.Sassafras.albidum.."	"GRR.GJS.2014.16"	"Sassafras albidum"	"Sassafras"	"albidum"			"NW"	"A"	"TBD2"	2.80	0	1	1	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062312.00	0.00	0.00	0.00	0.10	0.50							1.00	0.00	0.00	0.00				
"GRR.GJS.2014.16.NWA.Schizachyrium.scoparium.."	"GRR.GJS.2014.16"	"Schizachyrium scoparium"	"Schizachyrium"	"scoparium"			"NW"	"A"	"HGW2"	92.50	0	0	1	0.00	1	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062312.00	0.00	0.00	0.00	0.25	1.00							60.00	0.00	0.00	0.00				
"GRR.GJS.2014.16.NWAll.Ambrosia.psilostachya.."	"GRR.GJS.2014.16"	"Ambrosia psilostachya"	"Ambrosia"	"psilostachya"			"NW"	"All"	"HF2"	0.56	0	1	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062312.00	0.00	0.00	0.00	0.10	0.25							0.20	0.00	0.00	0.00				
"GRR.GJS.2014.16.NWAll.Carex.pensylvanica.."	"GRR.GJS.2014.16"	"Carex pensylvanica"	"Carex"	"pensylvanica"			"NW"	"All"	"HGC2"	13.50	0	1	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062312.00	0.00	0.00	0.00	0.10	0.25							5.00	0.00	0.00	0.00				
"GRR.GJS.2014.16.NWAll.Euphorbia.corollata.."	"GRR.GJS.2014.16"	"Euphorbia corollata"	"Euphorbia"	"corollata"			"NW"	"All"	"HF2"	0.56	0	1	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062312.00	0.00	0.00	0.00	0.10	0.25							0.20	0.00	0.00	0.00				
"GRR.GJS.2014.16.NWAll.Frasera.caroliniensis.."	"GRR.GJS.2014.16"	"Frasera caroliniensis"	"Frasera"	"caroliniensis"			"NW"	"All"	"HF2"	5.55	0	1	1	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062312.00	0.00	0.00	0.00	0.10	0.50							2.00	0.00	0.00	0.00				
"GRR.GJS.2014.16.NWAll.Prunus.serotina.."	"GRR.GJS.2014.16"	"Prunus serotina"	"Prunus"	"serotina"			"NW"	"All"	"TBD2"	2.80	0	0	1	5.55	0	0	1	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062312.00	0.00	0.00	0.00	0.25	0.50	2.00	5.00					1.00	2.00	0.00	0.00				
"GRR.GJS.2014.16.NWAll.Rosa.carolina.."	"GRR.GJS.2014.16"	"Rosa carolina"	"Rosa"	"carolina"			"NW"	"All"	"SBD1"	0.56	0	0	1	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062312.00	0.00	0.00	0.00	0.25	0.50							0.20	0.00	0.00	0.00				
"GRR.GJS.2014.16.NWAll.Rubus.flagellaris.."	"GRR.GJS.2014.16"	"Rubus flagellaris"	"Rubus"	"flagellaris"			"NW"	"All"	"SBD1"	0.56	0	1	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062312.00	0.00	0.00	0.00	0.10	0.25							0.20	0.00	0.00	0.00				
"GRR.GJS.2014.16.NWAll.Symphyotrichum.laeve.."	"GRR.GJS.2014.16"	"Symphyotrichum laeve"	"Symphyotrichum"	"laeve"			"NW"	"All"	"HF2"	0.56	0	1	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062312.00	0.00	0.00	0.00	0.10	0.25							0.20	0.00	0.00	0.00				
"GRR.GJS.2014.16.SEA.Cladina.rangiferina.."	"GRR.GJS.2014.16"	"Cladina rangiferina"	"Cladina"	"rangiferina"			"SE"	"A"	"NL"	46.79	1	0	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062312.00	0.00	0.00	0.00	0.00	0.10							20.00	0.00	0.00	0.00				
"GRR.GJS.2014.16.SEA.Comandra.umbellata.."	"GRR.GJS.2014.16"	"Comandra umbellata"	"Comandra"	"umbellata"			"SE"	"A"	"HFP2"	5.55	0	1	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062312.00	0.00	0.00	0.00	0.10	0.25							2.00	0.00	0.00	0.00				
"GRR.GJS.2014.16.SEA.Dichanthelium.depauperatum.."	"GRR.GJS.2014.16"	"Dichanthelium depauperatum"	"Dichanthelium"	"depauperatum"			"SE"	"A"	"HGC2"	2.80	0	1	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062312.00	0.00	0.00	0.00	0.10	0.25							1.00	0.00	0.00	0.00				
"GRR.GJS.2014.16.SEA.Hieracium.caespitosum.."	"GRR.GJS.2014.16"	"Hieracium caespitosum"	"Hieracium"	"caespitosum"			"SE"	"A"	"HF2"	5.55	0	1	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062312.00	0.00	0.00	0.00	0.10	0.25							2.00	0.00	0.00	0.00				
"GRR.GJS.2014.16.SEA.Lupinus.perennis.."	"GRR.GJS.2014.16"	"Lupinus perennis"	"Lupinus"	"perennis"			"SE"	"A"	"HF2"	13.50	0	1	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062312.00	0.00	0.00	0.00	0.10	0.25							5.00	0.00	0.00	0.00				
"GRR.GJS.2014.16.SEA.Rumex.acetosella.."	"GRR.GJS.2014.16"	"Rumex acetosella"	"Rumex"	"acetosella"			"SE"	"A"	"HF2"	2.80	0	1	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062312.00	0.00	0.00	0.00	0.10	0.25							1.00	0.00	0.00	0.00				
"GRR.GJS.2014.16.SEA.Sassafras.albidum.."	"GRR.GJS.2014.16"	"Sassafras albidum"	"Sassafras"	"albidum"			"SE"	"A"	"TBD2"	5.55	0	1	1	1.40	1	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062312.00	0.00	0.00	0.00	0.10	0.50	0.50	1.00					2.00	0.50	0.00	0.00				
"GRR.GJS.2014.16.SEA.Schizachyrium.scoparium.."	"GRR.GJS.2014.16"	"Schizachyrium scoparium"	"Schizachyrium"	"scoparium"			"SE"	"A"	"HGW2"	63.52	0	0	1	0.00	1	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062312.00	0.00	0.00	0.00	0.25	1.00							30.00	0.00	0.00	0.00				
"GRR.GJS.2014.16.SEAll.Carex.pensylvanica.."	"GRR.GJS.2014.16"	"Carex pensylvanica"	"Carex"	"pensylvanica"			"SE"	"All"	"HGC2"	13.50	0	1	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062312.00	0.00	0.00	0.00	0.10	0.25							5.00	0.00	0.00	0.00				
"GRR.GJS.2014.16.SEAll.Euphorbia.corollata.."	"GRR.GJS.2014.16"	"Euphorbia corollata"	"Euphorbia"	"corollata"			"SE"	"All"	"HF2"	5.55	0	1	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062312.00	0.00	0.00	0.00	0.10	0.25							2.00	0.00	0.00	0.00				
"GRR.GJS.2014.16.SEAll.Frasera.caroliniensis.."	"GRR.GJS.2014.16"	"Frasera caroliniensis"	"Frasera"	"caroliniensis"			"SE"	"All"	"HF2"	0.56	0	1	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062312.00	0.00	0.00	0.00	0.10	0.25							0.20	0.00	0.00	0.00				
"GRR.GJS.2014.16.SEAll.Koeleria.macrantha.."	"GRR.GJS.2014.16"	"Koeleria macrantha"	"Koeleria"	"macrantha"			"SE"	"All"	"HGC2"	0.56	0	1	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062312.00	0.00	0.00	0.00	0.10	0.25							0.20	0.00	0.00	0.00				
"GRR.GJS.2014.16.SEAll.Liatris.aspera.."	"GRR.GJS.2014.16"	"Liatris aspera"	"Liatris"	"aspera"			"SE"	"All"	"HF2"	0.56	0	0	1	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062312.00	0.00	0.00	0.00	0.25	0.50							0.20	0.00	0.00	0.00				
"GRR.GJS.2014.16.SEAll.Lithospermum.caroliniense.."	"GRR.GJS.2014.16"	"Lithospermum caroliniense"	"Lithospermum"	"caroliniense"			"SE"	"All"	"HF2"	0.56	0	1	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062312.00	0.00	0.00	0.00	0.10	0.25							0.20	0.00	0.00	0.00				
"GRR.GJS.2014.16.SEAll.Poa.compressa.."	"GRR.GJS.2014.16"	"Poa compressa"	"Poa"	"compressa"			"SE"	"All"	"HGC2"	2.80	0	1	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062312.00	0.00	0.00	0.00	0.10	0.25							1.00	0.00	0.00	0.00				
"GRR.GJS.2014.16.SEAll.Polygala.polygama.."	"GRR.GJS.2014.16"	"Polygala polygama"	"Polygala"	"polygama"			"SE"	"All"	"HF2"	0.56	0	1	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062312.00	0.00	0.00	0.00	0.10	0.25							0.20	0.00	0.00	0.00				
"GRR.GJS.2014.16.SEAll.Prunus.serotina.."	"GRR.GJS.2014.16"	"Prunus serotina"	"Prunus"	"serotina"			"SE"	"All"	"TBD2"	0.00	0	0	0	2.80	0	0	1	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062312.00	0.00	0.00	0.00			2.00	5.00					0.00	1.00	0.00	0.00				
"GRR.GJS.2014.16.SEAll.Quercus.alba.."	"GRR.GJS.2014.16"	"Quercus alba"	"Quercus"	"alba"			"SE"	"All"	"TBD2"	1.40	0	0	1	1.40	1	1	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062312.00	0.00	0.00	0.00	0.25	0.50	0.50	2.00					0.50	0.50	0.00	0.00				
"GRR.GJS.2014.16.SEAll.Quercus.velutina.."	"GRR.GJS.2014.16"	"Quercus velutina"	"Quercus"	"velutina"			"SE"	"All"	"TBD2"	2.80	0	0	1	2.80	1	1	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062312.00	0.00	0.00	0.00	0.25	0.50	0.50	2.00					1.00	1.00	0.00	0.00				
"GRR.GJS.2014.16.SWA.Comandra.umbellata.."	"GRR.GJS.2014.16"	"Comandra umbellata"	"Comandra"	"umbellata"			"SW"	"A"	"HFP2"	1.40	0	1	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2014062312.00	0.00	0.00	0.00	0.10	0.25							0.50	0.00	0.00	0.00				
