"Site_Type"	"Project_ID"	"Observation_ID"	"Observer_Code"	"Observation_Serial"	"Observation_Description"	"Observation_Label"	"Observation_Type"	"Latitude"	"Longitude"	"Error"	"Date"	"Prefix"	"Year"	"Mon"	"Day"	"Nation"	"State"	"County"	"Island"	"FIPS"	"Elevation"	"Community_Name"	"Community_Description"	"Structure"	"Landscape"	"Position"	"Aspect"	"Slope"	"PlotBearing"	"Map Unit"	"Soil Series"	"Soil Taxon"	"Drainage Class"	"Restriction_Depth"	"WT_Depth"	"MinWT_Depth"	"Soil_Notes"	"Litter_Cover"	"Snag_Count"	"Plot_Area_m"	"BA_Count"	"BA_Factor"	"Cowardin"	"HGM"	"Stratum1"	"Stratum2"	"Stratum3"	"Stratum4"	"Stratum5"	"Stratum6"	"Stratum7"	"Stratum8"	"Stratum9"	"Stratum10"	"Tree_Cover"	"Shrub_Cover"	"Herb_Cover"	"Moss_Cover"	"Aggregated_Overstory"	"Aggregated_Understory"	"Estimated_Understory"	"DWD_Hits1"	"DWD_Hits2"	"DWD_Hits3"	"DWD_Hits4"	"DWD_Hits5"	"Transect_Length"	"Log_Cover"	"Rock_Cover"	"Lichen_Cover"	"Water_Cover"	"MaxWater_Cover"	"DBH_lower"	"DBH_upper"	"Canopy_lower"	"Canopy_upper"
"Sandy Lake Plain"		"GRR.GJS.2014.17"	"GRR.GJS"	17	"20X20m plot, single 1 m2 per module for species diversity curve only. Frasera 190 cm tall just ~2-3 m outside plot."	"S14061902"	"High Intensity Plot: Nested"	42.60	-86.03	10.00	0		2014	6	19	"USA"	"Michigan"	"Allegan County"		"26005"	195.82	"Black Oak-White Oak/Black Oatgrass-Lupine"	"Updated overstory values from 72.45 to 96; Updated overstory values from 94.24 to 96;"				0	0		"Oakville fine sand, 0-6% slopes"	"Plainfield"	"Typic Udipsamments"	"Well drained"	500.00	500.00			100.00	5	400.00	12	10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"22"	96.00				95.78	35.65				2.00			14.00									22.00
"Sandy Lake Plain"		"GRR.GJS.2014.18"	"GRR.GJS"	18		"S14062401"	"High Intensity Plot: Nested"	42.59	-85.99	10.00	0		2014	6	24	"USA"	"Michigan"	"Allegan County"		"26005"	199.85	"Black Oak-White Oak/Black Oatgrass-Lupine"	"Updated overstory values from 73.067 to 95; Updated understory values from 31.872 to 19.25; Updated overstory values from 73.067 to 95; Updated understory values from 31.872 to 19.25;"				0	0		"Oakville fine sand, 0-6% slope"	"Plainfield"	"Typic Udipsamments"	"Well drained"	500.00	500.00			100.00	1	400.00	15	10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"21"	95.00	15.00	5.00		92.27	19.59	19.25			8.00	1.00		56.00									21.00
"Sandy Lake Plain"		"GRR.GJS.2014.19"	"GRR.GJS"	19		"S14062501"	"Medium Intensity Plot: Strata"	42.60	-85.98	10.00	0		2014	6	25	"USA"	"Michigan"	"Allegan County"		"26005"	199.81	"White Oak-White Pine/Flowering Dogwood/"	"Updated overstory values from 74.702 to 90; Updated understory values from 29.064 to 54.999;"				283	3		"Oakville fine sand, 0-6% slopes"	"Plainfield"	"Typic Udipsamments"	"Well drained"	500.00	500.00			100.00	2	400.00		10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"25"	"32"	90.00	10.00	50.00		89.99	54.93	54.99			1.00	2.00		20.00									32.00
"Loamy Outwash"		"GRR.GJS.2014.2"	"GRR.GJS"	2		"Kalamazoo1"	"Low Intensity Plot: Cover"	42.17	-85.48	10.00	0		2014	4	22	"USA"	"Michigan"	"Kalamazoo County"		"26077"	262.24	"Forest"					0	0						500.00	500.00							10.00			"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"																						
"Sandy Lake Plain"		"GRR.GJS.2014.20"	"GRR.GJS"	20		"S14062601"	"High Intensity Plot: Nested"	42.60	-86.02	10.00	0		2014	6	26	"USA"	"Michigan"	"Allegan County"		"26005"	197.75	"Black Oak-White Oak/Black Oatgrass-Lupine"	"Apperently burned 1-2 growing seasons ago based on age of cherry suckers. Updated overstory values from 32.233 to 60; Updated understory values from 74.041 to 82; Updated overstory values from 56.658 to 60;"				0	0		"Oakville fine sand, 0-6% slopes"	"Plainfield"	"Typic Udipsamments"	"Well drained"	500.00	500.00		"No holes dug. Assumed consistant with broad widely sampled map unit delineation."	80.00			9	10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"23"	60.00	10.00	80.00		59.48	81.75	82.00			2.00	3.00		56.00									23.00
"Sandy Lake Plain"		"GRR.GJS.2014.21"	"GRR.GJS"	21		"S14070202"	"High Intensity Plot: Nested"	42.58	-85.95	10.00	0		2014	7	2	"USA"	"Michigan"	"Allegan County"		"26005"	203.99	"Weeds"	"Updated overstory values from 0 to 0; Updated understory values from 93.167 to 95.1;"				0	0		"Oakville fine sand, 0-6% slopes"	"Plainfield"	"Typic Udipsamments"	"Well drained"	500.00	500.00		"No holes dug. Assumed consistant with broad widely sampled map unit delineation."	95.00				10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"	0.00	2.00	95.00		0.00	93.16	95.10															
"Sandy Lake Plain"		"GRR.GJS.2014.22"	"GRR.GJS"	22		"S14070203"	"Medium Intensity Plot: Strata"	42.58	-85.96	10.00	0		2014	7	2	"USA"	"Michigan"	"Allegan County"		"26005"	201.48	"White Oak-White Pine/Flowering Dogwood/"	"Updated overstory values from 53.739 to 95; Updated understory values from 34.869 to 31.999; Updated overstory values from 80.092 to 95; Updated overstory values from 87.771 to 95; Updated overstory values from 90.997 to 95;"			"crest summit"	48	1		"Oakville fine sands, 0-6% slopes"	"Plainfield"	"Typic Udipsamments"	"Well drained"	500.00	500.00		"Sattelite holes: A: 2-16 cm - S; Bw1: 16-26cm 7.5YR 4/4; C2: 175-200 cm - FS"	100.00			16	10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"25"	95.00	15.00	20.00		92.58	32.00	31.99			5.00	1.00		56.00									25.00
"Sandy Lake Plain"		"GRR.GJS.2014.23"	"GRR.GJS"	23		"S14070201"	"Medium Intensity Plot: Strata"	42.58	-85.95	10.00	0		2014	7	2	"USA"	"Michigan"	"Allegan County"		"26005"	204.00	"Plantation"	"Updated overstory values from 95.01 to 95; Updated understory values from 38.888 to 14.5;"			"side slope back"	180	1		"Oakville fine sand, 0-6% slopes"	"Plainfield"	"Typic Udipsamments"	"Well drained"	500.00	500.00			100.00			23	10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"19"	"25"	95.00	10.00	5.00		95.00	38.88	14.50															19.00
"Sandy Lake Plain"		"GRR.GJS.2014.24"	"GRR.GJS"	24		"S14071501"	"High Intensity Plot: Nested"	43.29	-86.01	10.00	0		2014	7	15	"USA"	"Michigan"	"Muskegon County"		"26121"	211.13	"Black Oak-White Oak/Black Oatgrass-Lupine"	"Updated overstory values from 33.284 to 60; Updated understory values from 66.873 to 95.1; Updated overstory values from 52.519 to 60;"				0	0		"Plainfield sands"	"Plainfield"	"Typic Udipsamments"	"Well drained"	500.00	500.00		"No holes. Area well sampled already."				10	5.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"16.4"	"20"	60.00	2.00	95.00		52.51	94.09	95.10															16.40
"Sandy Lake Plain"		"GRR.GJS.2014.25"	"GRR.GJS"	25		"S14071502"	"High Intensity Plot: Nested"	43.29	-86.00	10.00	0		2014	7	15	"USA"	"Michigan"	"Muskegon County"		"26121"	211.98	"White Oak-White Pine/Flowering Dogwood/"	"Updated overstory values from 52.569 to 95; Updated overstory values from 52.569 to 95; Updated overstory values from 86.777 to 95; Updated understory values from 15.826 to 14.5; Updated understory values from 14.538 to 14.5; Updated overstory values from 90.879 to 95; Updated overstory values from 92.483 to 95; Updated overstory values from 93.358 to 95; Updated overstory values from 93.894 to 95; Updated overstory values from 94.244 to 95;"				0	0			"Plainfield"	"Typic Udipsamments"	"Well drained"	500.00	500.00		"No holes dug. Map unit well documented and consistent."	100.00				10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"24.2"	95.00	5.00	10.00		94.48	14.51	14.50			4.00	1.00		52.00									24.20
"Sandy Lake Plain"		"GRR.GJS.2014.26"	"GRR.GJS"	26		"S14071701"	"High Intensity Plot: Nested"	43.03	-86.12	10.00	0		2014	7	17	"USA"	"Michigan"	"Ottawa County"		"26139"	182.49	"White Oak-White Pine/Flowering Dogwood/"	"Updated overstory values from 62.188 to 90;"				0	0		"Plainfield sand, high ecotype phase"	"Plainfield taxadunct"	"Spodic Udipsamments"	"Well drained"	500.00	500.00		"Type location for ESD as 2014MI139001"	100.00				10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"26.6"	90.00				89.12	13.98				4.00	1.00		52.00									26.60
"Sandy Lake Plain"		"GRR.GJS.2014.27"	"GRR.GJS"	27		"S14080601"	"High Intensity Plot: Nested"	42.98	-86.06	10.00	0		2014	8	6	"USA"	"Michigan"	"Ottawa County"		"26139"	195.39	"Red Maple-Red Oak/Greenbrier/Bracken Fern "	"Updated overstory values from 63.051 to 80; Updated understory values from 49.307 to 47.75; Updated overstory values from 77.332 to 80;"	"Deciduous Forest"	"inland dunefield"		350	12		"Plainfield High Ecosite"	"Plainfield"	"Typic Udipsamments"	"Well drained"	500.00	500.00		"Soil described by Jon Quisler."	100.00				10.00	"Upland"		"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"24.6"	80.00	45.00	5.00		79.44	47.89	47.75			2.00	1.00		56.00									24.60
		"GRR.GJS.2014.28"	"GRR.GJS"	28		"W14081201"	"Wetland Determination"	43.18	-85.83	10.00	0		2014	8	12	"USA"	"Michigan"	"Ottawa County"		"26139"	222.78	"Forest"					0	0						500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						
"Sandy Lake Plain"		"GRR.GJS.2014.29"	"GRR.GJS"	29		"S14081301"	"Low Intensity Plot: Cover"	42.99	-86.10	10.00	0		2014	8	13	"USA"	"Michigan"	"Ottawa County"		"26139"	188.75	"Red Maple-Red Oak/Greenbrier/Bracken Fern "	"Updated overstory values from 99.752 to 95; Updated understory values from 78.823 to 19.25;"				0	0		"Plainfield sand high ecosite"	"Plainfield, deep water table"	"Typic Udipsamments"	"Well drained"	500.00	205.00		"Soil described by Matt Bromley. Saturated at 200 cm. Water table 205 cm, but not far."	100.00				10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"	95.00	15.00	5.00		96.82	22.67	19.25															
"Loamy Outwash"		"GRR.GJS.2014.3"	"GRR.GJS"	3		"Kalamazoo2"	"Low Intensity Plot: Cover"	42.17	-85.48	10.00	0		2014	4	22	"USA"	"Michigan"	"Kalamazoo County"		"26077"	262.18	"Forest"					0	0						500.00	500.00							10.00			"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"																						
"Sandy Lake Plain"		"GRR.GJS.2014.30"	"GRR.GJS"	30		"S14081302"	"Low Intensity Plot: Cover"	42.99	-86.10	10.00	0		2014	8	13	"USA"	"Michigan"	"Ottawa County"		"26139"	188.60	"Red Maple-Red Oak/Greenbrier/Bracken Fern "	"Updated overstory values from 83.084 to 95; Updated understory values from 7.073 to 5.95;"				0	0		"Plainfield sand high ecosite"	"Plainfield, deep water table"	"Typic Udipsamments"	"Well drained"	500.00	190.00		"Soil described by Matt Bromley. Similar to S14081301. Redox concentrations at 125 cm; saturated at 170 cm."	100.00				10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"	95.00	1.00	5.00		95.00	7.07	5.95															
"Sandy Lake Plain"		"GRR.GJS.2014.31"	"GRR.GJS"	31		"S14081303"	"Low Intensity Plot: Cover"	43.00	-86.16	10.00	0		2014	8	13	"USA"	"Michigan"	"Ottawa County"		"26139"	187.38	"Sugar Maple-Beech//Soloman’s Seal "	"Larger Tsuga east out of prism range. Updated overstory values from 73.569 to 95; Updated understory values from 54.881 to 50.5;"				0	0		"Plainfield High Ecosite"	"Plainfield taxajunct"	"Spodic Udipsamments"	"Somewhat excessively drained"	500.00	500.00		"Soil described by Matt Bromley. Jon Quisler ran the pHs and noted that the A with very high in organic matter, which may help explain the lower pH despite sugar maple dominance."	100.00				10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"	95.00	50.00	1.00		95.00	50.49	50.50															28.20
"Sandy Lake Plain"		"GRR.GJS.2014.32"	"GRR.GJS"	32		"S14081304"	"Low Intensity Plot: Cover"	43.14	-86.08	10.00	0		2014	8	13	"USA"	"Michigan"	"Muskegon County"		"26121"	200.34	"Plantation"	"Updated overstory values from 87.455 to 50; Updated understory values from 35.61 to 50.5;"				0	0		"Plainfield"	"Plainfield, deep water table"	"Typic Udipsamments"	"Well drained"	500.00	170.00		"Soil described by Matt Bromley."	100.00				10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"	50.00	50.00	1.00		50.00	50.49	50.50															
"Sandy Lake Plain"		"GRR.GJS.2014.33"	"GRR.GJS"	33		"S14081305"	"Low Intensity Plot: Cover"	43.17	-86.06	10.00	0		2014	8	13	"USA"	"Michigan"	"Muskegon County"		"26121"	199.48	"Black Oak/Little Bluestem –Flowering Spurge"	"Updated overstory values from 33.12 to 25; Updated understory values from 37.103 to 52.5;"				0	10			"Plainfield"	"Typic Udipsamments"	"Somewhat excessively drained"	500.00	500.00		"Soil described by Matt Bromley."	90.00				10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"	25.00	5.00	50.00		25.00	52.50	52.50															
"Sandy Lake Plain"		"GRR.GJS.2014.34"	"GRR.GJS"	34		"S14081306"	"Low Intensity Plot: Cover"	43.17	-86.06	10.00	0		2014	8	13	"USA"	"Michigan"	"Muskegon County"		"26121"	200.08	"Black Oak/Little Bluestem –Flowering Spurge"	"Possibly a little bluestem planting. Low diversity and plowed. Updated overstory values from 7.831 to 10; Updated understory values from 65.361 to 81;"				0	0			"Plainfield"	"Typic Udipsamments"	"Somewhat excessively drained"	500.00	500.00		"Soil described by Matt Bromley. Near road."	80.00				10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"	10.00	5.00	80.00		10.00	81.00	81.00															
		"GRR.GJS.2014.35"	"GRR.GJS"	35		"W14081401"	"Wetland Determination"	43.17	-85.46	10.00	0		2014	8	14	"USA"	"Michigan"	"Kent County"		"26081"	274.19	"Forest"					0	0						500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						
		"GRR.GJS.2014.36"	"GRR.GJS"	36		"W14081402"	"Wetland Determination"	43.18	-85.84	10.00	0		2014	8	14	"USA"	"Michigan"	"Ottawa County"		"26139"	221.66	"Forest"					0	0						500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						
		"GRR.GJS.2014.37"	"GRR.GJS"	37		"W14081403"	"Wetland Determination"	43.18	-85.84	10.00	0		2014	8	14	"USA"	"Michigan"	"Ottawa County"		"26139"	220.44	"Forest"					0	0						500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						
		"GRR.GJS.2014.38"	"GRR.GJS"	38		"W14081404"	"Wetland Determination"	43.18	-85.84	10.00	0		2014	8	14	"USA"	"Michigan"	"Ottawa County"		"26139"	219.75	"Forest"					0	0						500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						
		"GRR.GJS.2014.39"	"GRR.GJS"	39		"W14090801"	"Wetland Determination"	43.12	-85.90	10.00	0		2014	9	8	"USA"	"Michigan"	"Ottawa County"		"26139"	219.71	"Forest"					0	0						500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						
"Loamy Outwash"		"GRR.GJS.2014.4"	"GRR.GJS"	4		"Kalamazoo3"	"Low Intensity Plot: Cover"	42.17	-85.48	10.00	0		2014	4	22	"USA"	"Michigan"	"Kalamazoo County"		"26077"	262.02	"Forest"					0	0						500.00	500.00							10.00			"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	95.00				41.74	11.73																
		"GRR.GJS.2014.40"	"GRR.GJS"	40		"W14090802"	"Wetland Determination"	43.12	-85.90	10.00	0		2014	9	8	"USA"	"Michigan"	"Ontonagon County"		"26131"	221.19	"Forest"					0	0						500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						
		"GRR.GJS.2014.41"	"GRR.GJS"	41		"W14090803"	"Wetland Determination"	43.12	-85.90	10.00	0		2014	9	8	"USA"	"Michigan"	"Ottawa County"		"26139"	223.38	"Forest"					0	0						500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						
		"GRR.GJS.2014.42"	"GRR.GJS"	42		"W14090804"	"Wetland Determination"	43.12	-85.89	10.00	0		2014	9	8	"USA"	"Michigan"	"Ottawa County"		"26139"	221.45	"Forest"					0	0						500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						
		"GRR.GJS.2014.43"	"GRR.GJS"	43		"W14090805"	"Wetland Determination"	43.12	-85.89	10.00	0		2014	9	8	"USA"	"Michigan"	"Ottawa County"		"26139"	220.99	"Forest"					0	0						500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						
		"GRR.GJS.2014.44"	"GRR.GJS"	44		"W14090806"	"Wetland Determination"	43.12	-85.89	10.00	0		2014	9	8	"USA"	"Michigan"	"Ottawa County"		"26139"	221.42	"Forest"					0	0						500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						
		"GRR.GJS.2014.45"	"GRR.GJS"	45		"W14090807"	"Wetland Determination"	43.12	-85.89	10.00	0		2014	9	8	"USA"	"Michigan"	"Ottawa County"		"26139"	222.43	"Forest"					0	0						500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						
		"GRR.GJS.2014.46"	"GRR.GJS"	46		"W14090808"	"Wetland Determination"	43.12	-85.89	10.00	0		2014	9	8	"USA"	"Michigan"	"Ottawa County"		"26139"	222.43	"Forest"					0	0						500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						
"Sandy Flatwoods"		"GRR.GJS.2014.47"	"GRR.GJS"	47		"test"	"Bogus"	0.00	0.00	10.00	0		2014	1	1	"USA"						"test"					0	0						500.00	500.00						0	10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"20"	"35"	"50"																						
		"GRR.GJS.2014.48"	"GRR.GJS"	48		"W14090809"	"Wetland Determination"	43.12	-85.89	10.00	0		2014	9	8	"USA"	"Michigan"	"Ottawa County"		"26139"	221.97	"Forest"					0	0						500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						
"Loamy Outwash"		"GRR.GJS.2014.5"	"GRR.GJS"	5		"Kalamazoo4"	"Low Intensity Plot: Cover"	42.17	-85.48	10.00	0		2014	4	22	"USA"	"Michigan"	"Kalamazoo County"		"26077"	262.05	"Forest"					0	0						500.00	500.00							10.00			"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"																						
"Wet Acidic Sandy Flatwoods"		"GRR.GJS.2014.6"	"GRR.GJS"	6	"Core at 1.4 m and added 5 years to count."	"SI: red maple 01"	"Site Index"	42.52	-86.05	10.00	0		2014	4	8	"USA"	"Michigan"	"Allegan County"		"26005"	205.16	"Forest"					0	0						500.00	500.00							10.00			"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"																						
"Wet Acidic Sandy Flatwoods"		"GRR.GJS.2014.7"	"GRR.GJS"	7	"Core at 1.4 m and added 5 years to count."	"SI: pin oak 01"	"Site Index"	42.52	-86.05	10.00	0		2014	4	10	"USA"	"Michigan"	"Allegan County"		"26005"	204.97	"Forest"					0	0						500.00	500.00							10.00			"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"																						
"Acidic Sandy Flatwoods"		"GRR.GJS.2014.8"	"GRR.GJS"	8	"Core at 1.4 m and added 5 years to count."	"SI: red oak & red maple 02"	"Site Index"	42.53	-86.05	10.00	0		2014	4	11	"USA"	"Michigan"	"Allegan County"		"26005"	204.83	"Forest"					0	0						500.00	500.00							10.00			"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"																						
"Wet Acidic Sandy Flatwoods"		"GRR.GJS.2014.9"	"GRR.GJS"	9	"Core at 1.4 m and added 5 years to count."	"SI: pin oak2 01"	"Site Index"	42.53	-86.05	10.00	0		2014	4	12	"USA"	"Michigan"	"Allegan County"		"26005"	204.83	"Forest"					0	0						500.00	500.00							10.00			"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"																						
		"GRR.GJS.2015.1"	"GRR.GJS"	1		"W2015060903"	"Wetland Determination"	43.08	-86.01	10.00	0		2015	6	9	"USA"					192.78						0	0						500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						
		"GRR.GJS.2015.10"	"GRR.GJS"	10		"W2015061704"	"Wetland Determination"	42.73	-84.92	10.00	0		2015	6	17	"USA"					269.30						0	0						500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						
		"GRR.GJS.2015.11"	"GRR.GJS"	11		"S2015062501"	"Wetland Determination"	43.12	-85.43	10.00	0		2015	6	25	"USA"					268.97						0	0						500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						
		"GRR.GJS.2015.12"	"GRR.GJS"	12		"W2015062501"	"Wetland Determination"	43.13	-85.43	10.00	0		2015	6	25	"USA"					268.60						0	0						500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						
		"GRR.GJS.2015.13"	"GRR.GJS"	13		"W2015062502"	"Wetland Determination"	43.12	-85.43	10.00	0		2015	6	25	"USA"					267.99						0	0						500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						
		"GRR.GJS.2015.14"	"GRR.GJS"	14		"W2015062503"	"Wetland Determination"	43.12	-85.43	10.00	0		2015	6	25	"USA"					267.08						0	0						500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						
		"GRR.GJS.2015.15"	"GRR.GJS"	15		"W2015062504"	"Wetland Determination"	43.12	-85.43	10.00	0		2015	6	25	"USA"					268.02						0	0						500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						
		"GRR.GJS.2015.16"	"GRR.GJS"	16		"W2015062505"	"Wetland Determination"	43.12	-85.43	10.00	0		2015	6	25	"USA"					268.01						0	0						500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						
		"GRR.GJS.2015.17"	"GRR.GJS"	17		"W2015062506"	"Wetland Determination"	43.12	-85.43	10.00	0		2015	6	25	"USA"					268.02						0	0						500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						
		"GRR.GJS.2015.18"	"GRR.GJS"	18		"W2015062507"	"Wetland Determination"	43.13	-85.43	10.00	0		2015	6	25	"USA"					264.29						0	0						500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						
		"GRR.GJS.2015.19"	"GRR.GJS"	19		"W2015062508"	"Wetland Determination"	43.13	-85.43	10.00	0		2015	6	25	"USA"					264.51						0	0						500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						
		"GRR.GJS.2015.2"	"GRR.GJS"	2		"S2015060901"	"Wetland Determination"	43.08	-86.01	10.00	0		2015	6	9	"USA"					192.85						0	0						500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"																						
"other"		"GRR.GJS.2015.20"	"GRR.GJS"	20		"DSP RF1"	"High Intensity Plot: Nested"	42.63	-85.50	10.00	0		2015	5	19	"USA"	"Michigan"	"Barry County"		"26015"	227.47		"Updated overstory values from 32.576 to 20; Updated understory values from 99.17 to 96; Updated understory values from 99.17 to 96;"				0	0						500.00	500.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"25"	20.00	60.00	90.00		32.57	93.56	96.00		1.00	9.00	2.00		56.00									25.00
"other"		"GRR.GJS.2015.21"	"GRR.GJS"	21		"DSP RF3"	"High Intensity Plot: Nested"	42.79	-84.38	10.00	0		2015	5	27	"USA"	"Michigan"	"Clinton County"		"26037"	257.23						0	0						500.00	500.00			5.40			12	10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"					53.76	52.19				9.00	1.00		56.00									20.00
"other"		"GRR.GJS.2015.22"	"GRR.GJS"	22		"DSP RF2"	"High Intensity Plot: Nested"	43.18	-85.34	10.00	0		2015	6	4	"USA"	"Michigan"	"Kent County"		"26081"	246.86		"All black ash (Fraxinus nigra) and American elm (Ulmus americana) of tree size were dead or dying, but were counted among the living. Trees recorded in the field and shrub strata were all living. Updated overstory values from 28.629 to 50;"				0	0						500.00	500.00			50.00			8	10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"	50.00	10.00	70.00	17.90	47.47	54.32	73.00															30.00
"other"		"GRR.GJS.2015.23"	"GRR.GJS"	23		"Page Creek Fen"	"High Intensity Plot: Nested"	42.98	-85.36	10.00	0		2015	7	8	"USA"	"Michigan"	"Kent County"		"26081"	227.41		"Updated understory values from 66.726 to ; Updated understory values from 66.726 to ; Updated understory values from 66.726 to 99.92; Updated understory values from 68.218 to 99.92; Updated understory values from 68.218 to 99.92;"				0	0		"Houghton muck, 0-1% slopes"	"Kerston"	"Fluventic Haplosaprist"	"Poorly drained"	500.00	20.00		"2015MI081F001"					10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"	0.00	20.00	99.90		0.00	99.52	99.92															
"other"		"GRR.GJS.2015.24"	"GRR.GJS"	24		"Lamberton Lake Fen"	"High Intensity Plot: Nested"	43.03	-85.62	10.00	0		2015	7	20	"USA"	"Michigan"	"Kent County"		"26081"	205.96	"fen"	"Updated understory values from 89.671 to ; Updated understory values from 74.678 to ; Updated understory values from 74.678 to 95.249;"				0	0		"Houghton muck, 0-1% slopes"	"ca. Martisco/Auralius"	"Typic Endoaquents"	"Very poorly drained"	500.00	3.00							10.00			"0.1"	"0.25"	"0.5"	"1"	"2"	"5"	"10"	"15"	"20"	"30"		5.00	95.00		0.00	92.26	95.24															
