OBJECTID,Observatio,Observat_1,Latitude,Longitude,Year,Mon,Day,State,County,Slope_r12w,Aspect_r12,slopepos50,slopepos_1,r12w_dem
165,DSP RF3,High Intensity Plot: Nested,42.793700000000001,-84.383816670000002,2015,5,27,Michigan,Clinton County,1.3729745,4.8968568,0.4285475,0.1935329,257.2379761
166,2016MI067003,Low Intensity Plot: Cover,42.789516669999998,-84.863133329999997,2016,6,2,Michigan,Ionia County,4.3009987,276.0280762,0.7036304,0.8860653,253.4069824
167,S12060502,Low Intensity Plot: Cover,42.771033330000002,-85.623416669999997,2012,6,5,Michigan,Kent County,0.2136037,138.9222107,0.5153251,0.1771014,252.5134430
168,S12060503,Low Intensity Plot: Cover,42.770816670000002,-85.623366669999996,2012,6,5,Michigan,Kent County,0.2132698,311.1152344,0.3574692,0.1951247,252.4576569
169,S12062501,Low Intensity Plot: Cover,42.770116670000000,-84.385183330000004,2012,6,25,Michigan,Clinton County,0.3177115,85.3329086,0.4696042,0.1764971,261.4162903
170,S12062502,Low Intensity Plot: Cover,42.770099999999999,-84.385216670000005,2012,6,25,Michigan,Clinton County,0.3177115,85.3329086,0.4696042,0.1764971,261.4162903
171,DSP ER1,High Intensity Plot: Nested,42.745833330000004,-85.174444440000002,2015,8,5,Michigan,Barry County,1.1457818,316.1092834,0.4940301,0.1636226,245.1691437
172,gs20180927.01,Wetland Determination,42.744549999999997,-84.794066670000007,2018,9,27,Michigan,Eaton County,0.2103778,300.6121521,0.5139117,0.1688002,268.7201843
173,gs20180927.02,Wetland Determination,42.742216669999998,-84.789233330000002,2018,9,27,Michigan,Eaton County,0.6783366,164.8110046,0.4897853,0.1732894,268.4898987
174,S12092504,Low Intensity Plot: Cover,42.731166670000000,-85.429500000000004,2012,9,25,Michigan,Barry County,4.9867396,317.3403625,0.0356249,0.4092231,275.0426025
175,S12092502,Low Intensity Plot: Cover,42.728583329999999,-85.428666669999998,2012,9,25,Michigan,Barry County,14.9106064,128.6757355,0.7366873,0.8509679,297.3370667
176,S12092503,Low Intensity Plot: Cover,42.730316670000001,-85.428399999999996,2012,9,25,Michigan,Barry County,11.1930695,291.2930908,0.8165684,0.9530020,302.4866333
177,W2015061701,Wetland Determination,42.736133330000001,-84.928250000000006,2015,6,17, , ,0.5311037,351.9389648,0.2830662,0.5316157,268.4270630
178,W2015061702,Wetland Determination,42.737050000000004,-84.927516670000003,2015,6,17, , ,1.1539586,314.3892822,0.2856209,0.4074058,267.6060486
179,es20170519.03,Medium Intensity Plot: Strata,42.733833330000003,-85.165300000000002,2017,5,19,Michigan,Barry County,0.7396072,349.8121643,0.4546842,0.7353461,261.9135742
180,S12092501,Low Intensity Plot: Cover,42.728349999999999,-85.428233329999998,2012,9,25,Michigan,Barry County,19.6374168,129.5908356,0.3024899,0.6470582,287.0459290
181,W2015061704,Wetland Determination,42.734549999999999,-84.926283330000004,2015,6,17, , ,0.1745977,301.1269226,0.5030054,0.5559801,269.3040771
182,S2015061701,Wetland Determination,42.735733330000002,-84.928283329999999,2015,6,17, , ,0.5159059,350.1796875,0.7112283,0.6698983,269.2525635
183,W2015061703,Wetland Determination,42.735166669999998,-84.926500000000004,2015,6,17, , ,0.3056770,322.3173218,0.4917288,0.5834748,269.2843628
184,es20170519.01,Medium Intensity Plot: Strata,42.722250000000003,-85.182149999999993,2017,5,19,Michigan,Barry County,2.1568556,359.0558472,0.5311558,0.6342343,265.1054382
185,es20170519.02,Medium Intensity Plot: Strata,42.720716670000002,-85.156999999999996,2017,5,19,Michigan,Barry County,0.4572889,52.3586502,0.5555061,0.8298924,274.1804199
186,2016MI065001,Low Intensity Plot: Cover,42.717776999999998,-84.473500000000001,2016,7,14,Michigan,Ingham County,0.3811110,39.7397308,0.6341425,0.8439663,264.6891174
187,es20180608.01,General,42.719816670000000,-84.084683330000004,2018,6,8,Michigan,Livingston County,1.4258969,189.1474152,0.3609408,0.7098046,280.6364136
188,2016MI065002,Low Intensity Plot: Cover,42.714083330000001,-84.473583329999997,2016,7,14,Michigan,Ingham County,0.9370193,79.9969711,0.6156179,0.3810624,261.1474915
189,Allegan County RCA Site: Newton,Low Intensity Plot: Cover,42.670055550000001,-85.871305550000002,2011,7,15,Michigan,Allegan County,2.2224672,117.9260864,0.4210394,0.6377105,211.6135406
190,DSP RR3,High Intensity Plot: Nested,42.681366670000003,-84.721100000000007,2015,8,12,Michigan,Eaton County,0.3264525,308.5827942,0.4283940,0.0962984,258.7071228
191,gs20180830.03,Wetland Determination,42.677083330000002,-85.058433330000000,2018,8,30,Michigan,Eaton County,0.3718668,183.0636597,0.1940867,0.0676040,271.5383911
192,gs20180830.04,Wetland Determination,42.677450000000000,-85.060966669999999,2018,8,30,Michigan,Eaton County,0.4645746,337.4364624,0.3489275,0.4358731,274.0897522
193,S13071001,Low Intensity Plot: Cover,42.656283330000001,-85.904600000000002,2013,7,10,Michigan,Allegan County,3.0098808,50.9588203,0.2578542,0.3953097,212.7623291
194,S12071001,Low Intensity Plot: Cover,42.629600000000003,-85.843549999999993,2012,7,10,Michigan,Allegan County,3.8242142,213.9590149,0.7599987,0.8961626,292.6632996
195,S13071201,Low Intensity Plot: Cover,42.626783330000002,-85.948800000000006,2013,7,12,Michigan,Allegan County,0.4525630,219.4110565,0.4987569,0.4400682,208.4366302
196,S13071202,Low Intensity Plot: Cover,42.626133330000002,-85.952816670000004,2013,7,12,Michigan,Allegan County,0.6384377,268.0431213,0.5097869,0.5597546,207.5312042
197,S13071203,Low Intensity Plot: Cover,42.626133330000002,-85.951183330000006,2013,7,12,Michigan,Allegan County,1.3277797,191.9271851,0.4333772,0.6493689,208.1730957
198,S13071204,Low Intensity Plot: Cover,42.625300000000003,-85.950850000000003,2013,7,12,Michigan,Allegan County,0.7280929,215.2976990,0.4644248,0.5455347,207.4123840
199,S13071205,Low Intensity Plot: Cover,42.626954730000001,-85.960462379999996,2013,7,12,Michigan,Allegan County,0.0531332,223.7588501,0.4926063,0.4097485,207.0693207
200,2016MI005004,Low Intensity Plot: Cover,42.629083330000000,-85.682716670000005,2016,8,25,Michigan,Allegan County,0.3077648,122.1062546,0.5010043,0.4868434,225.4002533
201,DSP RF1,High Intensity Plot: Nested,42.630083329999998,-85.506699999999995,2015,5,19,Michigan,Barry County,0.1626124,210.1077576,0.3829643,0.1491345,227.4716187
202,2016MI005001,Low Intensity Plot: Cover,42.626316670000001,-85.715116670000000,2016,8,17,Michigan,Allegan County,0.7932737,150.6277313,0.4868612,0.5295044,225.6604156
203,2016MI005002,Low Intensity Plot: Cover,42.627283329999997,-85.715083329999999,2016,8,17,Michigan,Allegan County,0.6778497,197.7643433,0.4705089,0.5481793,226.3535461
204,2016MI005003,Low Intensity Plot: Cover,42.626849999999997,-85.713166670000007,2016,8,17,Michigan,Allegan County,0.9334429,107.0235138,0.5285953,0.5295849,225.6031799
205,2016MI005005,Low Intensity Plot: Cover,42.627800000000001,-85.683750000000003,2016,8,25,Michigan,Allegan County,0.2357189,125.4377975,0.5086061,0.6196306,225.4580383
206,2016MI005006,Low Intensity Plot: Cover,42.628433330000000,-85.684600000000003,2016,8,25,Michigan,Allegan County,0.2844085,90.4841537,0.5774814,0.6836353,225.7339630
207,2016MI005007,Low Intensity Plot: Cover,42.627366670000001,-85.687083329999993,2016,8,25,Michigan,Allegan County,0.3294080,135.4613647,0.4939491,0.7770825,225.1407013
208,2016MI005008,Low Intensity Plot: Cover,42.627766670000000,-85.685583330000000,2016,8,25,Michigan,Allegan County,0.7221833,221.6289368,0.5941170,0.8120689,225.5912170
209,2016MI045003,Low Intensity Plot: Cover,42.633316669999999,-84.942800000000005,2016,9,15,Michigan,Eaton County,1.6073703,265.4194946,0.8991245,0.6976542,269.5201721
210,2016MI045006,Low Intensity Plot: Cover,42.633550000000000,-84.945516670000004,2016,9,20,Michigan,Eaton County,2.8580542,328.8816528,0.2385492,0.3339815,260.2899475
211,2016MI045004,Low Intensity Plot: Cover,42.631233330000001,-84.940833330000004,2016,9,20,Michigan,Eaton County,1.4897795,176.7535248,0.3045571,0.3579454,264.0801697
212,2016MI045005,Low Intensity Plot: Cover,42.630883330000003,-84.942899999999995,2016,9,20,Michigan,Eaton County,1.4377698,323.1025391,0.1743402,0.3211819,262.1109314
213,S14061901,High Intensity Plot: Nested,42.606883330000002,-86.038016670000005,2014,6,19,Michigan,Allegan County,0.5521088,174.9341278,0.4710806,0.2637216,195.1537781
214,S14061902,High Intensity Plot: Nested,42.607666670000000,-86.037016670000000,2014,6,19,Michigan,Allegan County,0.4921561,222.9290771,0.4905891,0.4882742,195.8239441
215,S14062601,High Intensity Plot: Nested,42.607966670000003,-86.022833329999997,2014,6,26,Michigan,Allegan County,0.3838874,96.8121719,0.4952510,0.9626359,197.7595978
216,S14062401,High Intensity Plot: Nested,42.597050000000003,-85.997866669999993,2014,6,24,Michigan,Allegan County,0.4872725,267.5104980,0.4909091,0.9143804,199.8548431
217,S14062501,Medium Intensity Plot: Strata,42.600650000000002,-85.989866669999998,2014,6,25,Michigan,Allegan County,3.6002178,104.6829147,0.9371649,0.9258965,199.8166962
218,S12042601,Low Intensity Plot: Cover,42.594650000000001,-85.943333330000002,2012,4,26,Michigan,Allegan County,1.6309549,267.5734558,0.3773672,0.2583103,204.2646942
219,es20180601.01,General,42.620083330000000,-84.105099999999993,2018,6,1,Michigan,Livingston County,1.7412672,69.9286728,0.3519931,0.4981351,282.0900269
220,es20170808.01,General,42.595866669999999,-85.813800000000001,2017,8,8,Michigan,Allegan County,2.5017889,38.9228630,0.2221523,0.3299339,228.3267975
221,es20170808.02,General,42.595700000000001,-85.811783329999997,2017,8,8,Michigan,Allegan County,4.0482044,32.7782135,0.4017295,0.2674073,226.6022797
222,S14070202,High Intensity Plot: Nested,42.585983329999998,-85.951499999999996,2014,7,2,Michigan,Allegan County,0.2239709,248.2952423,0.4204666,0.1564161,203.9934235
223,S14070203,Medium Intensity Plot: Strata,42.586083330000001,-85.967683330000000,2014,7,2,Michigan,Allegan County,0.5289756,252.1891937,0.4895016,0.8685613,201.4848328
224,S14070201,Medium Intensity Plot: Strata,42.583383329999997,-85.951566670000005,2014,7,2,Michigan,Allegan County,0.0503026,331.7571106,0.4856456,0.0676570,204.0067749
225,es20170727.03,Wetland Determination,42.589183329999997,-84.983866669999998,2017,7,27,Michigan,Eaton County,4.9082918,209.7909698,0.6699011,0.6212761,278.3536377
226,es20170727.01,Wetland Determination,42.587516669999999,-84.982633329999999,2017,7,27,Michigan,Eaton County,2.4409118,229.1796265,0.2701431,0.3071484,272.1548462
227,es20170727.02,Wetland Determination,42.587616670000003,-84.984783329999999,2017,7,27,Michigan,Eaton County,1.3675649,133.8961945,0.2347241,0.2211857,269.5762024
228,ML18.04,Low Intensity Plot: Cover,42.565150000000003,-86.020866670000004,2012,4,19,Michigan,Allegan County,0.2913000,154.1989136,0.4970780,0.3043292,201.1595459
229,Allegan County RCA Site: Oakville,Low Intensity Plot: Cover,42.554852779999997,-85.896397219999997,2011,8,10,Michigan,Allegan County,0.2188462,218.8584137,0.4723859,0.8358834,204.5655365
230,S13070901,Low Intensity Plot: Cover,42.535316670000000,-86.046933330000002,2013,7,9,Michigan,Allegan County,1.5966409,300.1315613,0.5204630,0.5774866,206.3186493
231,Allegan County RCA Site: Morocco,Low Intensity Plot: Cover,42.531900000000000,-86.046400000000006,2011,6,7,Michigan,Allegan County,0.9012793,223.5582886,0.5799444,0.4046150,206.4423981
232,SI: red oak & red maple 02,Site Index,42.530366669999999,-86.050933330000007,2014,4,11,Michigan,Allegan County,0.9088210,269.3871155,0.5102619,0.5045225,204.8363342
233,SI: pin oak2 01,Site Index,42.530366669999999,-86.050933330000007,2014,4,12,Michigan,Allegan County,0.9088210,269.3871155,0.5102619,0.5045225,204.8363342
234,S13071801,Line-Point-Intercept Plot,42.530916670000003,-86.049283329999994,2013,7,18,Michigan,Allegan County,0.3456258,310.5881348,0.4968183,0.6446877,205.5672150
235,S13070902,Low Intensity Plot: Cover,42.534733330000002,-86.046633330000006,2013,7,9,Michigan,Allegan County,0.5279282,277.4392090,0.6594372,0.6840890,207.0020142
236,S13070903,Low Intensity Plot: Cover,42.533900000000003,-86.046533330000003,2013,7,9,Michigan,Allegan County,1.3429410,131.2629089,0.2250808,0.3999265,205.5389862
237,S13070904,Low Intensity Plot: Cover,42.533016670000002,-86.046300000000002,2013,7,9,Michigan,Allegan County,1.8661848,317.7834167,0.4222726,0.3560160,206.0287018
238,S13070905,Low Intensity Plot: Cover,42.532100000000000,-86.046516670000003,2013,7,9,Michigan,Allegan County,1.5093303,282.4942932,0.4484998,0.4728183,206.0572205
239,S13070906,Low Intensity Plot: Cover,42.531216669999999,-86.046599999999998,2013,7,9,Michigan,Allegan County,0.5222834,126.6045761,0.4155616,0.4203332,205.6977692
240,S13070909,Low Intensity Plot: Cover,42.529433330000003,-86.048266670000004,2013,7,9,Michigan,Allegan County,0.1609957,134.5072174,0.4780740,0.6467766,205.5687866
241,S13070910,Low Intensity Plot: Cover,42.528516670000002,-86.049016670000000,2013,7,9,Michigan,Allegan County,0.2759014,287.4386902,0.5906244,0.6887450,205.6183929
242,S13070911,Low Intensity Plot: Cover,42.527633330000000,-86.050316670000001,2013,7,9,Michigan,Allegan County,1.8190817,195.6602020,0.5989717,0.7526465,205.0425873
243,S13070912,Low Intensity Plot: Cover,42.527200000000001,-86.050766670000002,2013,7,9,Michigan,Allegan County,1.4722315,212.0460663,0.3090758,0.5828792,203.8649445
244,SI: red maple 01,Site Index,42.528533330000002,-86.050216669999998,2014,4,8,Michigan,Allegan County,0.6019566,292.5639954,0.5578127,0.6932656,205.1699219
245,SI: pin oak 01,Site Index,42.529200000000003,-86.050500000000000,2014,4,10,Michigan,Allegan County,0.8004009,257.7376709,0.5235305,0.6478472,204.9721985
246,S13071601,Low Intensity Plot: Cover,42.527000000000001,-86.048066669999997,2013,7,16,Michigan,Allegan County,1.8888301,195.9485779,0.3750342,0.4589086,204.3107758
247,S13071701,Hybrid Line-Point-Intercept Plot,42.529016669999997,-86.049850000000006,2013,7,17,Michigan,Allegan County,0.5782671,260.8968201,0.5262516,0.6660883,205.3133392
248,S13070907,Low Intensity Plot: Cover,42.530216670000001,-86.046783329999997,2013,7,9,Michigan,Allegan County,0.2908234,139.0776672,0.5098276,0.4307659,205.5809479
249,S13070908,Low Intensity Plot: Cover,42.530316669999998,-86.047849999999997,2013,7,9,Michigan,Allegan County,0.3019722,152.2280273,0.4999767,0.6442772,205.7500305
250,S13071602,Low Intensity Plot: Cover,42.524992050000002,-86.049052820000000,2013,7,16,Michigan,Allegan County,0.3468870,290.8698425,0.4943537,0.3885501,203.5434265
251,ML18.09,Low Intensity Plot: Cover,42.507616669999997,-86.007183330000004,2012,4,19,Michigan,Allegan County,0.3466987,297.1787415,0.5081077,0.3927933,209.4045105
252,DSP ER3,High Intensity Plot: Nested,42.524722220000001,-84.881388889999997,2015,8,7,Michigan,Eaton County,0.4559022,125.0238342,0.5951951,0.0856517,265.9275208
253,s20190820.03,Wetland Determination,42.523447220000001,-85.036938890000002,2019,8,20,Michigan,Eaton County,1.9471173,89.2381668,0.6746452,0.1871998,283.2170715
254,S12062801,Low Intensity Plot: Cover,42.507483329999999,-85.710116670000005,2012,6,28,Michigan,Allegan County,1.2088317,350.1077576,0.5079356,0.4969962,228.4648132
255,S12062802,Low Intensity Plot: Cover,42.507366670000003,-85.710300000000004,2012,6,28,Michigan,Allegan County,1.7088196,332.4153748,0.5945510,0.4957327,228.3946075
256,s20190820.01,Wetland Determination,42.520863890000001,-85.036961109999993,2019,8,20,Michigan,Eaton County,2.1612849,100.4130554,0.3878618,0.1284498,282.3678589
257,s20190820.02,Wetland Determination,42.522077779999996,-85.035877780000007,2019,8,20,Michigan,Eaton County,0.2429907,263.2472534,0.4391247,0.0650346,281.1774292
258,s20190820.04,Wetland Determination,42.521436110000003,-85.034380560000002,2019,8,20,Michigan,Eaton County,0.3433043,56.6436615,0.3244869,0.0984223,281.4724121
259,S12062902,Low Intensity Plot: Cover,42.497316669999996,-85.823316669999997,2012,6,29,Michigan,Allegan County,0.3468844,60.8068810,0.4682719,0.0575815,194.2844849
260,s20190722.01,Wetland Determination,42.516283330000000,-84.832569440000000,2019,7,22,Michigan,Eaton County,0.4741351,256.8720093,0.2825806,0.2398339,284.1992798
261,s20190722.02,Wetland Determination,42.516575000000003,-84.831805560000006,2019,7,22,Michigan,Eaton County,0.5652560,260.6266785,0.7260072,0.3285644,285.0697327
262,S12062901,Low Intensity Plot: Cover,42.491950000000003,-85.833633329999998,2012,6,29,Michigan,Allegan County,0.6614611,29.1997757,0.5041406,0.1237651,196.0713043
263,S12062903,Low Intensity Plot: Cover,42.496216670000003,-85.825783329999993,2012,6,29,Michigan,Allegan County,7.3577881,11.5753136,0.6843740,0.3438369,199.3838501
264,gs20181003.01,Wetland Determination,42.496666670000003,-84.725533330000005,2018,10,3,Michigan,Eaton County,0.8628131,296.5873413,0.3891223,0.2259786,274.4704590
265,Barry County - Houghton swamp,Low Intensity Plot: Cover,42.486944440000002,-85.238611109999994,2011,7,14,Michigan,Barry County,1.0696774,254.3747559,0.3385447,0.1526406,278.9711304
266,Barry County -Tenkink woods,Community,42.483888890000003,-85.235833330000006,2011,7,14,Michigan,Barry County,10.3054113,348.5585022,0.7073697,0.3850547,287.6196594
267,S12071002,Low Intensity Plot: Cover,42.473916670000001,-85.770600000000002,2012,7,10,Michigan,Allegan County,12.1768646,16.8819962,0.1927893,0.2711410,215.9288635
268,gs20181003.02,Wetland Determination,42.488516670000003,-84.724466669999998,2018,10,3,Michigan,Eaton County,2.1308422,163.8535004,0.4547088,0.5963383,279.5484009
269,gs20181003.03,Wetland Determination,42.487699999999997,-84.724133330000001,2018,10,3,Michigan,Eaton County,1.2368110,134.5634766,0.2705918,0.4341246,277.6740723
270,gs20181003.05,Wetland Determination,42.487883330000003,-84.725683329999995,2018,10,3,Michigan,Eaton County,0.6198611,69.9896774,0.3847927,0.5632501,279.1660767
271,es20170823.04,Wetland Determination,42.480316670000001,-84.986433329999997,2017,8,23,Michigan,Eaton County,3.9462264,105.2252960,0.5321373,0.5708519,292.0826416
272,gs20181003.04,Wetland Determination,42.487099999999998,-84.724050000000005,2018,10,3,Michigan,Eaton County,1.2491030,154.3768921,0.3208503,0.3873210,277.0244141
273,es20170823.03,Wetland Determination,42.480016669999998,-84.987783329999999,2017,8,23,Michigan,Eaton County,0.9581664,256.7257690,0.1973358,0.3730472,291.1069641
274,es20170615.01,Medium Intensity Plot: Strata,42.473783330000003,-84.826183330000006,2017,6,15,Michigan,Eaton County,1.0271357,86.2145157,0.7101388,0.6135766,286.6628418
275,es20170823.01,Wetland Determination,42.474049999999998,-85.002883330000003,2017,8,23,Michigan,Eaton County,2.1885052,231.1300964,0.4395935,0.5150965,284.9390564
276,es20170823.02,Wetland Determination,42.474850000000004,-85.001733329999993,2017,8,23,Michigan,Eaton County,1.4787805,269.6610413,0.2536710,0.5145116,286.2327576
277,2016MI045001,Low Intensity Plot: Cover,42.464166669999997,-84.998183330000003,2016,8,10,Michigan,Eaton County,2.3817966,326.1936951,0.6990160,0.3548077,280.4689941
278,2016MI045002,Low Intensity Plot: Cover,42.464883329999999,-84.998000000000005,2016,8,10,Michigan,Eaton County,1.0327485,139.2139130,0.3376919,0.2414830,279.0204773
279,es20170615.02,Medium Intensity Plot: Strata,42.467083330000001,-84.860966669999996,2017,6,15,Michigan,Eaton County,1.5526656,195.6965332,0.6859271,0.6268395,285.9525452
280,gs20180830.01,Wetland Determination,42.428699999999999,-84.626866669999998,2018,8,30,Michigan,Eaton County,1.9937618,168.2963409,0.2062532,0.2402924,286.2354126
281,gs20180830.02,Wetland Determination,42.428649999999998,-84.628533329999996,2018,8,30,Michigan,Eaton County,2.4260483,26.4922600,0.5303431,0.5332273,289.6795044
282,S14060201,Medium Intensity Plot: Strata,42.392000000000003,-86.136216669999996,2014,6,2,Michigan,Van Buren County,1.2318399,335.2646484,0.6844434,0.8797324,209.9440460
283,S12060701,Low Intensity Plot: Cover,42.347650000000002,-86.004716669999993,2012,6,7,Michigan,Van Buren County,2.2157750,216.3815918,0.4713182,0.0507463,206.8379059
284,S12060702,Low Intensity Plot: Cover,42.338916670000003,-86.020083330000006,2012,6,7,Michigan,Van Buren County,2.1064517,333.5041809,0.6141076,0.3677111,207.0786591
285,S12060703,Low Intensity Plot: Cover,42.339233329999999,-86.019516670000002,2012,6,7,Michigan,Van Buren County,2.2833414,330.6196899,0.5078286,0.3188603,206.8143616
286,es20170623.01,General,42.359133329999999,-84.836100000000002,2017,6,23,Michigan,Calhoun County,2.4920235,321.1989746,0.7332920,0.3565329,287.7229614
287,es20170623.02,General,42.356600000000000,-84.834066669999999,2017,6,23,Michigan,Calhoun County,4.0162640,164.2164459,0.5598619,0.8202929,294.9400024
288,S12071304,Low Intensity Plot: Cover,42.280949999999997,-86.036583329999999,2012,7,13,Michigan,Van Buren County,1.1966115,250.6342926,0.1407282,0.0624144,215.5640717
289,S12071302,Low Intensity Plot: Cover,42.277266670000003,-86.042249999999996,2012,7,13,Michigan,Van Buren County,9.7682123,283.4002686,0.5445848,0.7285073,247.3449860
290,S12071303,Low Intensity Plot: Cover,42.277000000000001,-86.039000000000001,2012,7,13,Michigan,Van Buren County,14.7959385,30.9811440,0.5289496,0.8526943,253.1140289
291,S12071301,Low Intensity Plot: Cover,42.273133330000000,-86.041766670000001,2012,7,13,Michigan,Van Buren County,16.7007904,255.2037811,0.5662998,0.6117992,244.8285217
292,2016MI075001,Low Intensity Plot: Cover,42.261366670000001,-84.525116670000003,2016,9,1,Michigan,Jackson County,4.1322556,192.8071442,0.4964435,0.4427021,295.7828979
293,2016MI075002,Low Intensity Plot: Cover,42.259999999999998,-84.529266669999998,2016,9,1,Michigan,Jackson County,0.9316054,116.4664230,0.6798837,0.1673623,289.3916626
294,2016MI075003,Low Intensity Plot: Cover,42.259723999999999,-84.529167000000001,2016,9,1,Michigan,Jackson County,2.5997961,184.8738403,0.6746860,0.1545162,289.0420532
295,gs20180813.01,Wetland Determination,42.225513890000002,-85.462402780000005,2018,8,13,Michigan,Kalamazoo County,0.1189701,123.0310593,0.4495097,0.3214526,262.8581543
296,gs20180813.02,Wetland Determination,42.225541669999998,-85.461363890000001,2018,8,13,Michigan,Kalamazoo County,0.0277349,254.2241974,0.4954188,0.3229413,262.8559265
297,gs20180813.03,Wetland Determination,42.226211110000001,-85.459511109999994,2018,8,13,Michigan,Kalamazoo County,0.4864266,134.3454742,0.4830327,0.2330457,262.5366821
298,Kalamazoo4,Low Intensity Plot: Cover,42.174583329999997,-85.487399999999994,2014,4,22,Michigan,Kalamazoo County,0.2584653,211.6734314,0.4992268,0.5048293,262.0536194
299,Kalamazoo1,Low Intensity Plot: Cover,42.175283329999999,-85.486633330000004,2014,4,22,Michigan,Kalamazoo County,0.0820064,2.3104947,0.5725541,0.5848455,262.2403564
300,Kalamazoo2,Low Intensity Plot: Cover,42.175416669999997,-85.486983330000001,2014,4,22,Michigan,Kalamazoo County,0.2258355,347.5233154,0.5410683,0.5828632,262.1815796
301,Kalamazoo3,Low Intensity Plot: Cover,42.175466669999999,-85.487499999999997,2014,4,22,Michigan,Kalamazoo County,0.2317822,298.8091431,0.4409646,0.5227313,262.0227966
302,Van Buren County RCA Site,Low Intensity Plot: Cover,42.158549999999998,-86.087390999999997,2011,6,8,Michigan,Van Buren County,3.3014057,100.6950150,0.5458602,0.5672066,233.2811584
303,S14060202,Medium Intensity Plot: Strata,42.128050000000002,-86.351699999999994,2014,6,2,Michigan,Berrien County,0.7453594,349.2147522,0.5369341,0.8135952,206.7701874
304,gs20180919.05,Wetland Determination,42.150516670000002,-85.114050000000006,2018,9,19,Michigan,Calhoun County,5.3340821,166.1546021,0.7795261,0.4805302,288.7316589
305,gs20180919.01,Wetland Determination,42.147366669999997,-85.112399999999994,2018,9,19,Michigan,Calhoun County,0.9357552,223.2402191,0.1751023,0.3574376,289.0107422
306,gs20180919.02,Wetland Determination,42.148216669999996,-85.112816670000001,2018,9,19,Michigan,Calhoun County,1.5722806,253.7063751,0.1830185,0.3251351,288.7027588
307,gs20180919.03,Wetland Determination,42.148816670000002,-85.113399999999999,2018,9,19,Michigan,Calhoun County,1.7411087,33.0377083,0.7587773,0.3398774,288.9318542
308,gs20180919.04,Wetland Determination,42.149799999999999,-85.113333330000003,2018,9,19,Michigan,Calhoun County,1.4853394,315.9947815,0.2249438,0.1319776,286.0593262
309,Calhoun County County RCA Site,Low Intensity Plot: Cover,42.123335640000001,-84.922444949999999,2011,6,13,Michigan,Calhoun County,0.3133281,258.4018555,0.7461065,0.3606738,292.1335754
310,Berrien County,Community,42.024716669999997,-86.453100000000006,2011,7,29,Michigan,Berrien County,0.4773848,338.0557556,0.4965019,0.3669557,199.3906097
311,s20190905.01,Wetland Determination,42.045038890000001,-84.922605559999994,2019,9,5,Michigan,Branch County,1.7621146,8.3991880,0.3921577,0.3536898,304.3089294
312,S12070201,Low Intensity Plot: Cover,42.008266669999998,-85.965683330000005,2012,7,2,Michigan,Cass County,0.3735256,313.2729797,0.4757348,0.3223878,258.9281311
313,S12070202,Low Intensity Plot: Cover,42.007866669999999,-85.966766669999998,2012,7,2,Michigan,Cass County,0.4513890,313.2763977,0.6432385,0.3526433,258.8535767
314,S12070203,Low Intensity Plot: Cover,41.998366670000003,-85.959950000000006,2012,7,2,Michigan,Cass County,1.8662280,9.6463251,0.3402660,0.3075280,268.7562256
315,2016MI059001,Low Intensity Plot: Cover,42.007916670000000,-84.694299999999998,2016,8,3,Michigan,Hillsdale County,11.5407658,213.3889008,0.7799501,0.6017286,333.1177368
316,2016MI059002,Low Intensity Plot: Cover,42.008133330000000,-84.694066669999998,2016,8,3,Michigan,Hillsdale County,4.1886926,178.7841187,0.7915683,0.6775334,335.3955383
317,2016MI059003,Low Intensity Plot: Cover,42.007466669999999,-84.694583330000000,2016,8,3,Michigan,Hillsdale County,18.1133308,215.9327393,0.1635033,0.0955150,317.9069214
318,2016MI023001,Low Intensity Plot: Cover,41.975133329999998,-85.061533330000003,2016,7,27,Michigan,Branch County,2.5378706,325.5368958,0.3531812,0.3637593,283.8685913
319,2016MI149001,Low Intensity Plot: Cover,41.902000000000001,-85.657716669999999,2016,6,14,Michigan,Saint Joseph County,13.3745260,118.3127213,0.2896040,0.6391478,267.9480591
320,MM11.02,Low Intensity Plot: Cover,41.878000000000000,-86.459283330000005,2012,5,3,Michigan,Berrien County,1.3766403,236.7908630,0.3535435,0.3242531,210.8049316
321,MM11.01,Low Intensity Plot: Cover,41.877683330000004,-86.463333329999998,2012,5,3,Michigan,Berrien County,3.2879665,148.1596375,0.6437206,0.3346657,211.8633728
322,gs20180823.04,Wetland Determination,41.863683330000001,-86.625699999999995,2018,8,23,Michigan,Berrien County,1.3347820,332.0112305,0.5206397,0.4710308,197.0500031
323,gs20180823.05,Wetland Determination,41.862133329999999,-86.625200000000007,2018,8,23,Michigan,Berrien County,0.4877140,328.8307800,0.4760776,0.5513843,197.7815094
324,gs20180816.01,Wetland Determination,41.867666669999998,-86.145316670000000,2018,8,16,Michigan,Cass County,0.2426731,330.1309204,0.4853368,0.3517630,231.4692841
325,gs20180816.02,Wetland Determination,41.868899999999996,-86.145533330000006,2018,8,16,Michigan,Cass County,2.2731922,184.5910797,0.2124124,0.3496673,231.3986206
326,gs20180816.03,Wetland Determination,41.866500000000002,-86.150366669999997,2018,8,16,Michigan,Cass County,0.2619894,359.5328064,0.4330833,0.2745381,231.1673431
327,gs20180816.04,Wetland Determination,41.864183330000003,-86.150033329999999,2018,8,16,Michigan,Cass County,0.3552931,17.8623600,0.4970754,0.5058504,232.0361786
