"Observation_Label"	"Observation_Type"	"Latitude"	"Longitude"	"Year"	"Mon"	"Day"	"State"	"County"	"pedon"	"taxonname"	"taxonclass"	"pedondist"	"muname"
"gs20180823.03"	"Wetland Determination"	41.84708333	-86.5187	2018	8	23	"Michigan"	"Berrien County"	""	""	""	4918	"Edwards muck, 0 to 1 percent slopes"
"gs20180823.04"	"Wetland Determination"	41.86368333	-86.6257	2018	8	23	"Michigan"	"Berrien County"	""	""	""	10491.4	"Morocco loamy sand, lake plain, 0 to 2 percent slopes"
"gs20180823.05"	"Wetland Determination"	41.86213333	-86.6252	2018	8	23	"Michigan"	"Berrien County"	""	""	""	10318.1	"Morocco loamy sand, lake plain, 0 to 2 percent slopes"
"gs20180830.01"	"Wetland Determination"	42.4287	-84.62686667	2018	8	30	"Michigan"	"Eaton County"	""	""	""	1108.8	"Parkhill loam, non dense till subsoil, 0 to 2 percent slopes"
"gs20180830.02"	"Wetland Determination"	42.42865	-84.62853333	2018	8	30	"Michigan"	"Eaton County"	""	""	""	1123.8	"Marlette loam, 2 to 6 percent slopes"
"gs20180830.03"	"Wetland Determination"	42.67708333	-85.05843333	2018	8	30	"Michigan"	"Eaton County"	""	""	""	3801.4	"Houghton muck, 0 to 1 percent slopes"
"gs20180830.04"	"Wetland Determination"	42.67745	-85.06096667	2018	8	30	"Michigan"	"Eaton County"	""	""	""	3546.9	"Parkhill loam, non dense till subsoil, 0 to 2 percent slopes"
"gs20180912.01"	"Wetland Determination"	41.80605	-85.02531667	2018	9	12	"Michigan"	"Branch County"	"2018MI023002"	"Sebewa"	"Fine-loamy over sandy or sandy-skeletal, mixed, superactive, mesic Typic Argiaquolls"	8.8	"Sebewa loam, 0 to 2 percent slopes"
"gs20180912.02"	"Wetland Determination"	41.80523333	-85.0235	2018	9	12	"Michigan"	"Branch County"	"2018MI023001"	"Granby"	"Sandy, mixed, mesic Typic Endoaquolls"	7	"Sebewa loam, 0 to 2 percent slopes"
"gs20180912.03"	"Wetland Determination"	41.80735	-85.02846667	2018	9	12	"Michigan"	"Branch County"	"2018MI023003"	"Henrietta"	"Fine-loamy, mixed, superactive, mesic Histic Humaquepts"	6.8	"Adrian muck, 0 to 1 percent slopes"
"gs20180912.04"	"Wetland Determination"	41.80681667	-85.02731667	2018	9	12	"Michigan"	"Branch County"	"2018MI023004"	"Henrietta"	"Fine-loamy, mixed, superactive, mesic Typic Endoaquepts"	8.9	"Adrian muck, 0 to 1 percent slopes"
"gs20180912.05"	"Wetland Determination"	41.80718333	-85.02478333	2018	9	12	"Michigan"	"Branch County"	"2018MI023005"	"Sebewa"	"Fine-loamy over sandy or sandy-skeletal, mixed, active, mesic Typic Argiaquolls"	24.5	"Adrian muck, 0 to 1 percent slopes"
"gs20180912.06"	"Wetland Determination"	41.80081667	-85.02765	2018	9	12	"Michigan"	"Branch County"	"2018MI023006"	"Palms"	"Loamy, mixed, euic, mesic Terric Haplosaprists"	9.9	"Houghton muck, 0 to 1 percent slopes"
"gs20180919.01"	"Wetland Determination"	42.14736667	-85.1124	2018	9	19	"Michigan"	"Calhoun County"	"2018MI025001"	"Gilford"	"Coarse-loamy, mixed, superactive, mesic Typic Endoaquolls"	13	"Brady sandy loam, 1 to 4 percent slopes"
"gs20180919.02"	"Wetland Determination"	42.14821667	-85.11281667	2018	9	19	"Michigan"	"Calhoun County"	"2018MI025002"	"Sebewa"	"Fine-loamy, mixed, active, mesic Typic Endoaqualfs"	8.4	"Brady sandy loam, 1 to 4 percent slopes"
"gs20180919.03"	"Wetland Determination"	42.14881667	-85.1134	2018	9	19	"Michigan"	"Calhoun County"	"2018MI025004"	"Spinks"	"Mixed, mesic Psammentic Hapludalfs"	10.6	"Brady sandy loam, 1 to 4 percent slopes"
"gs20180919.04"	"Wetland Determination"	42.1498	-85.11333333	2018	9	19	"Michigan"	"Calhoun County"	"2018MI025003"	"Palms"	"Loamy, mixed, euic, mesic Terric Haplosaprists"	8.3	"Palms muck, 0 to 1 percent slopes"
"gs20180919.05"	"Wetland Determination"	42.15051667	-85.11405	2018	9	19	"Michigan"	"Calhoun County"	""	""	""	116.9	"Oshtemo sandy loam, 6 to 12 percent slopes"
"gs20180927.01"	"Wetland Determination"	42.74455	-84.79406667	2018	9	27	"Michigan"	"Eaton County"	""	""	""	2187	"Sebewa loam, 0 to 2 percent slopes"
"gs20180927.02"	"Wetland Determination"	42.74221667	-84.78923333	2018	9	27	"Michigan"	"Eaton County"	""	""	""	2647.2	"Sebewa loam, 0 to 2 percent slopes"
"gs20181003.01"	"Wetland Determination"	42.49666667	-84.72553333	2018	10	3	"Michigan"	"Eaton County"	""	""	""	1732.1	"Sebewa loam, 0 to 2 percent slopes"
"gs20181003.02"	"Wetland Determination"	42.48851667	-84.72446667	2018	10	3	"Michigan"	"Eaton County"	""	""	""	2590.1	"Marlette loam, 2 to 6 percent slopes"
"gs20181003.03"	"Wetland Determination"	42.4877	-84.72413333	2018	10	3	"Michigan"	"Eaton County"	""	""	""	2674.7	"Marlette loam, 2 to 6 percent slopes"
"gs20181003.04"	"Wetland Determination"	42.4871	-84.72405	2018	10	3	"Michigan"	"Eaton County"	""	""	""	2739.5	"Capac loam, 0 to 4 percent slopes"
"gs20181003.05"	"Wetland Determination"	42.48788333	-84.72568333	2018	10	3	"Michigan"	"Eaton County"	""	""	""	2682.4	"Parkhill loam, non dense till subsoil, 0 to 2 percent slopes"
"Ionia County RCA Site"	"Low Intensity Plot: Cover"	42.95241667	-85.15947222	2011	6	20	"Michigan"	"Ionia County"	""	""	""	12035.2	"Abscota sandy loam"
"Ionia County Shallow Sandy Site 1"	"Low Intensity Plot: Cover"	42.976749	-84.995823	2011	6	6	"Michigan"	"Ionia County"	""	""	""	9805.4	"Shallow sandy land"
"Ionia County Shallow Sandy Site 2"	"Soil"	42.97744444	-84.99488889	2011	6	6	"Michigan"	"Ionia County"	""	""	""	9810.8	"Shallow sandy land"
"Kalamazoo1"	"Low Intensity Plot: Cover"	42.17528333	-85.48663333	2014	4	22	"Michigan"	"Kalamazoo County"	""	""	""	456.4	"Kalamazoo loam, 0 to 2 percent slopes"
"Kalamazoo2"	"Low Intensity Plot: Cover"	42.17541667	-85.48698333	2014	4	22	"Michigan"	"Kalamazoo County"	""	""	""	427.7	"Kalamazoo loam, 0 to 2 percent slopes"
"Kalamazoo3"	"Low Intensity Plot: Cover"	42.17546667	-85.4875	2014	4	22	"Michigan"	"Kalamazoo County"	""	""	""	381.1	"Kalamazoo loam, 0 to 2 percent slopes"
"Kalamazoo4"	"Low Intensity Plot: Cover"	42.17458333	-85.4874	2014	4	22	"Michigan"	"Kalamazoo County"	""	""	""	359	"Kalamazoo loam, 0 to 2 percent slopes"
"Lake County RCA Site"	"Community"	43.900262	-85.898901	2011	6	9	"Michigan"	"Lake County"	""	""	""	8984.1	"Plainfield sand, 0 to 6 percent slopes"
"Lamberton Lake Fen"	"High Intensity Plot: Nested"	43.03601667	-85.6278	2015	7	20	"Michigan"	"Kent County"	""	""	""	1173.3	"Urban land-Spinks complex, 0 to 8 percent slopes"
"Manistee RCA Site: Benona"	"General"	44.40833333	-86.18951667	2011	6	29	"Michigan"	"Manistee County"	""	""	""	3740.6	"Spinks-Coloma sands, 0 to 6 percent slopes"
"Mason County"	"Low Intensity Plot: Cover"	44.02833333	-86.26888889	2011	6	23	"Michigan"	"Mason County"	""	""	""	4880.1	"Pipestone-Saugatuck sands, 0 to 4 percent slopes"
"ML18.04"	"Low Intensity Plot: Cover"	42.56515	-86.02086667	2012	4	19	"Michigan"	"Allegan County"	""	""	""	4813.4	"Plainfield sand, lake plain, 0 to 6 percent slopes"
"ML18.09"	"Low Intensity Plot: Cover"	42.50761667	-86.00718333	2012	4	19	"Michigan"	"Allegan County"	""	""	""	2973.2	"Morocco-Newton complex, 0 to 3 percent slopes"
"MM01.01"	"Low Intensity Plot: Cover"	42.976745	-85.836789	2012	4	16	"Michigan"	"Ottawa County"	""	""	""	110.3	"Coloma loamy sand, 0 to 6 percent slopes"
"MM01.02"	"Low Intensity Plot: Cover"	42.97938333	-85.83063333	2012	4	16	"Michigan"	"Ottawa County"	""	""	""	681.6	"Mancelona loamy sand, 0 to 2 percent slopes"
"MM01.A"	"Low Intensity Plot: Cover"	42.97975	-85.8368	2012	4	16	"Michigan"	"Ottawa County"	""	""	""	435.6	"Algansee loamy sand"
"MM11.01"	"Low Intensity Plot: Cover"	41.87768333	-86.46333333	2012	5	3	"Michigan"	"Berrien County"	""	""	""	5707.1	"Crosier silt loam, 0 to 4 percent slopes"
"MM11.02"	"Low Intensity Plot: Cover"	41.878	-86.45928333	2012	5	3	"Michigan"	"Berrien County"	""	""	""	5880.2	"Crosier silt loam, 0 to 4 percent slopes"
"Newaygo County"	"Low Intensity Plot: Cover"	43.62458333	-85.94636111	2011	6	30	"Michigan"	"Newaygo County"	""	""	""	8395.5	"Kingsville mucky sand"
"Oceana County"	"Low Intensity Plot: Cover"	43.73152778	-86.28838889	2011	7	19	"Michigan"	"Oceana County"	""	""	""	8994.4	"Histosols and Aquents, ponded"
"Oceana RCA Site: Benona"	"Low Intensity Plot: Cover"	43.6297741	-86.50968802	2011	7	12	"Michigan"	"Oceana County"	""	""	""	1474.1	"Benona sand, 0 to 6 percent slopes"
"Page Creek Fen"	"High Intensity Plot: Nested"	42.98656667	-85.36145	2015	7	8	"Michigan"	"Kent County"	""	""	""	5435.9	"Houghton muck, 0 to 1 percent slopes"
"S12042301"	"Low Intensity Plot: Cover"	42.9071	-85.99055	2012	4	23	"Michigan"	"Ottawa County"	""	""	""	228.8	"Granby loamy sand, lake plain, 0 to 2 percent slopes"
"S12042501"	"Low Intensity Plot: Cover"	43.00513333	-86.06356667	2012	4	25	"Michigan"	"Ottawa County"	""	""	""	1905.3	"Granby loamy sand, lake plain, 0 to 2 percent slopes"
"S12042502"	"Low Intensity Plot: Cover"	42.98805	-86.06981667	2012	4	25	"Michigan"	"Ottawa County"	""	""	""	537.2	"Plainfield sand, lake plain, 6 to 18 percent slopes"
"S12042503"	"Low Intensity Plot: Cover"	42.98881667	-86.06905	2012	4	25	"Michigan"	"Ottawa County"	""	""	""	652.7	"Covert-Pipestone sands, 0 to 6 percent slopes"
"S12042504"	"Low Intensity Plot: Cover"	42.9897	-86.06925	2012	4	25	"Michigan"	"Ottawa County"	""	""	""	723.6	"Pipestone-Covert-Saugatuck sands, 0 to 3 percent slopes"
"S12042505"	"Low Intensity Plot: Cover"	42.98533333	-86.07953333	2012	4	25	"Michigan"	"Ottawa County"	""	""	""	274.7	"Covert-Pipestone sands, 0 to 6 percent slopes"
"S12042601"	"Low Intensity Plot: Cover"	42.59465	-85.94333333	2012	4	26	"Michigan"	"Allegan County"	""	""	""	4347.2	"Oakville fine sand, 18 to 45 percent slopes"
"S12050801"	"Low Intensity Plot: Cover"	42.89133333	-86.05148333	2012	5	8	"Michigan"	"Ottawa County"	""	""	""	2992.9	"Kawkawlin loam, 2 to 6 percent slopes"
"S12050802"	"Low Intensity Plot: Cover"	42.89125	-86.05183333	2012	5	8	"Michigan"	"Ottawa County"	""	""	""	3003.9	"Kawkawlin loam, 2 to 6 percent slopes"
"S12050803"	"Low Intensity Plot: Cover"	42.89113333	-86.05183333	2012	5	8	"Michigan"	"Ottawa County"	""	""	""	2992.9	"Kawkawlin loam, 2 to 6 percent slopes"
"S12051101"	"Low Intensity Plot: Cover"	42.95096667	-85.8828	2012	5	11	"Michigan"	"Ottawa County"	""	""	""	2688.6	"Nester loam, 25 to 45 percent slopes"
"S12051102"	"Low Intensity Plot: Cover"	42.953	-85.88123333	2012	5	11	"Michigan"	"Ottawa County"	""	""	""	2542.8	"Perrinton loam, Lake Michigan Lobe, 2 to 6 percent slopes"
"S12051103"	"Low Intensity Plot: Cover"	42.95238423	-85.8815	2012	5	11	"Michigan"	"Ottawa County"	""	""	""	2563.3	"Nester loam, 25 to 45 percent slopes"
"S12051801"	"Low Intensity Plot: Cover"	40.84726667	-87.04686667	2012	5	18	"Indiana"	"White County"	""	""	""	8586.1	"Gilford fine sandy loam"
"S12052301"	"Low Intensity Plot: Cover"	42.97208333	-86.13405	2012	5	23	"Michigan"	"Ottawa County"	""	""	""	566.5	"Granby fine sandy loam"
"S12052302"	"Low Intensity Plot: Cover"	42.98376667	-86.06975	2012	5	23	"Michigan"	"Ottawa County"	""	""	""	315.3	"Granby loamy sand, lake plain, 0 to 2 percent slopes"
"S12052401"	"Low Intensity Plot: Cover"	43.29635	-85.357	2012	5	24	"Michigan"	"Montcalm County"	""	""	""	5011.5	"Tekenink-Spinks loamy sands, 18 to 35 percent slopes"
"S12052402"	"Low Intensity Plot: Cover"	43.29916667	-85.35646667	2012	5	24	"Michigan"	"Montcalm County"	""	""	""	4731.7	"Tekenink-Spinks loamy sands, 18 to 35 percent slopes"
"S12052403"	"Low Intensity Plot: Cover"	43.14119444	-85.19380556	2012	5	24	"Michigan"	"Montcalm County"	""	""	""	835.7	"Tekenink-Spinks loamy sands, 12 to 18 percent slopes"
"S12053101"	"Low Intensity Plot: Cover"	43.01815	-85.62688333	2012	5	31	"Michigan"	"Kent County"	""	""	""	2366.3	"Houghton muck, 0 to 1 percent slopes"
"S12060401"	"Low Intensity Plot: Cover"	42.98686667	-85.3594	2012	6	4	"Michigan"	"Kent County"	""	""	""	5246	"Adrian muck, 0 to 1 percent slopes"
"S12060402"	"Low Intensity Plot: Cover"	42.92816667	-85.28675	2012	6	4	"Michigan"	"Ionia County"	""	""	""	3383.7	"Carlisle muck, 0 to 2 percent slopes"
"S12060501"	"Low Intensity Plot: Cover"	42.87791667	-85.32381667	2012	6	5	"Michigan"	"Kent County"	""	""	""	3931.8	"Houghton muck, 0 to 1 percent slopes"
"S12060502"	"Low Intensity Plot: Cover"	42.77103333	-85.62341667	2012	6	5	"Michigan"	"Kent County"	""	""	""	1030.4	"Kalamazoo loam, moraine, 6 to 12 percent slopes"
"S12060503"	"Low Intensity Plot: Cover"	42.77081667	-85.62336667	2012	6	5	"Michigan"	"Kent County"	""	""	""	1044.9	"Kalamazoo loam, moraine, 6 to 12 percent slopes"
"S12060701"	"Low Intensity Plot: Cover"	42.34765	-86.00471667	2012	6	7	"Michigan"	"Van Buren County"	""	""	""	7512.1	"Edwards muck, 0 to 1 percent slopes"
"S12060702"	"Low Intensity Plot: Cover"	42.33891667	-86.02008333	2012	6	7	"Michigan"	"Van Buren County"	""	""	""	8252.5	"Kingsville loamy sand"
"S12060703"	"Low Intensity Plot: Cover"	42.33923333	-86.01951667	2012	6	7	"Michigan"	"Van Buren County"	""	""	""	8218.6	"Kingsville loamy sand"
"S12061201"	"Low Intensity Plot: Cover"	42.95963333	-85.7913	2012	6	12	"Michigan"	"Ottawa County"	""	""	""	459.6	"Carlisle muck, 0 to 2 percent slopes"
"S12061301"	"Low Intensity Plot: Cover"	41.70791667	-86.60746667	2012	6	13	"Indiana"	"LaPorte County"	""	""	""	6290.6	"Tracy sandy loam, 12 to 18 percent slopes, eroded"
"S12061302"	"Low Intensity Plot: Cover"	41.75141667	-86.4046	2012	6	13	"Indiana"	"Saint Joseph County"	""	""	""	2693.7	"Tracy sandy loam, 10 to 18 percent slopes"
"S12062501"	"Low Intensity Plot: Cover"	42.77011667	-84.38518333	2012	6	25	"Michigan"	"Clinton County"	""	""	""	3033.5	"Houghton muck, 0 to 1 percent slopes"
"S12062502"	"Low Intensity Plot: Cover"	42.7701	-84.38521667	2012	6	25	"Michigan"	"Clinton County"	""	""	""	3035.4	"Houghton muck, 0 to 1 percent slopes"
"S12062503"	"Low Intensity Plot: Cover"	42.79506667	-84.38263333	2012	6	25	"Michigan"	"Clinton County"	""	""	""	350.2	"Gilford sandy loam, 0 to 2 percent slopes, gravelly subsoil"
"S12062504"	"Low Intensity Plot: Cover"	42.7957	-84.3822	2012	6	25	"Michigan"	"Clinton County"	""	""	""	338.3	"Gilford sandy loam, 0 to 2 percent slopes, gravelly subsoil"
"S12062801"	"Low Intensity Plot: Cover"	42.50748333	-85.71011667	2012	6	28	"Michigan"	"Allegan County"	""	""	""	1195.3	"Blount silt loam, 1 to 4 percent slopes"
"S12062802"	"Low Intensity Plot: Cover"	42.50736667	-85.7103	2012	6	28	"Michigan"	"Allegan County"	""	""	""	1176.8	"Blount silt loam, 1 to 4 percent slopes"
"S12062901"	"Low Intensity Plot: Cover"	42.49195	-85.83363333	2012	6	29	"Michigan"	"Allegan County"	""	""	""	7806.9	"Houghton muck, 0 to 1 percent slopes"
"S12062902"	"Low Intensity Plot: Cover"	42.49731667	-85.82331667	2012	6	29	"Michigan"	"Allegan County"	""	""	""	6820	"Cohoctah silt loam"
"S12062903"	"Low Intensity Plot: Cover"	42.49621667	-85.82578333	2012	6	29	"Michigan"	"Allegan County"	""	""	""	7046.9	"Oshtemo-Chelsea complex, 0 to 6 percent slopes"
"S12070201"	"Low Intensity Plot: Cover"	42.00826667	-85.96568333	2012	7	2	"Michigan"	"Cass County"	""	""	""	5384.3	"Spinks loamy sand, 0 to 6 percent slopes"
"S12070202"	"Low Intensity Plot: Cover"	42.00786667	-85.96676667	2012	7	2	"Michigan"	"Cass County"	""	""	""	5451.1	"Adrian muck, 0 to 1 percent slopes"
"S12070203"	"Low Intensity Plot: Cover"	41.99836667	-85.95995	2012	7	2	"Michigan"	"Cass County"	""	""	""	6396.6	"Oshtemo sandy loam, 0 to 2 percent slopes"
"S12071001"	"Low Intensity Plot: Cover"	42.6296	-85.84355	2012	7	10	"Michigan"	"Allegan County"	""	""	""	4853.5	"Ockley loam, 12 to 18 percent slopes"
"S12071002"	"Low Intensity Plot: Cover"	42.47391667	-85.7706	2012	7	10	"Michigan"	"Allegan County"	""	""	""	1778.4	"Tekenink loamy fine sand, 18 to 35 percent slopes"
"S12071301"	"Low Intensity Plot: Cover"	42.27313333	-86.04176667	2012	7	13	"Michigan"	"Van Buren County"	""	""	""	9283.9	"Riddles sandy loam, 6 to 12 percent slopes"
"S12071302"	"Low Intensity Plot: Cover"	42.27726667	-86.04225	2012	7	13	"Michigan"	"Van Buren County"	""	""	""	9743.4	"Riddles sandy loam, 6 to 12 percent slopes"
"S12071303"	"Low Intensity Plot: Cover"	42.277	-86.039	2012	7	13	"Michigan"	"Van Buren County"	""	""	""	9606.5	"Riddles sandy loam, 6 to 12 percent slopes"
"S12071304"	"Low Intensity Plot: Cover"	42.28095	-86.03658333	2012	7	13	"Michigan"	"Van Buren County"	""	""	""	9242.5	"Napoleon mucky peat"
"S12082801"	"Low Intensity Plot: Cover"	43.42906667	-86.35321667	2012	8	28	"Michigan"	"Muskegon County"	""	""	""	2024.2	"Nester soils, 12 to 25 percent slopes"
"S12090701"	"Low Intensity Plot: Cover"	43.24295	-85.8292	2012	9	7	"Michigan"	"Muskegon County"	""	""	""	166.3	"Sims loam"
"S12090702"	"Low Intensity Plot: Cover"	43.06405	-85.7878	2012	9	7	"Michigan"	"Kent County"	""	""	""	5627.9	"Pewamo loam"
"S12090703"	"Low Intensity Plot: Cover"	43.0639	-85.78731667	2012	9	7	"Michigan"	"Ottawa County"	""	""	""	5575.2	"Pewamo loam"
"S12091901"	"Low Intensity Plot: Cover"	43.08495	-86.0686	2012	9	20	"Michigan"	"Ottawa County"	""	""	""	96.5	"Granby loamy sand, lake plain, 0 to 2 percent slopes"
"S12091902"	"Low Intensity Plot: Cover"	43.08503333	-86.06953333	2012	9	19	"Michigan"	"Ottawa County"	""	""	""	77.3	"Granby loamy sand, lake plain, 0 to 2 percent slopes"
"S12091903"	"Low Intensity Plot: Cover"	43.08561667	-86.07005	2012	9	19	"Michigan"	"Ottawa County"	""	""	""	91.4	"Granby loamy sand, lake plain, 0 to 2 percent slopes"
"S12091904"	"Low Intensity Plot: Cover"	43.08603333	-86.07131667	2012	9	19	"Michigan"	"Ottawa County"	""	""	""	226.7	"Granby loamy sand, lake plain, 0 to 2 percent slopes"
"S12092001"	"Low Intensity Plot: Cover"	43.05323333	-86.06753333	2012	9	20	"Michigan"	"Ottawa County"	""	""	""	1975.1	"Iosco and Allendale loamy sands, 0 to 4 percent slopes"
"S12092002"	"Low Intensity Plot: Cover"	43.05006667	-86.07066667	2012	9	20	"Michigan"	"Ottawa County"	""	""	""	1958.7	"Iosco and Allendale loamy sands, 0 to 4 percent slopes"
"S12092501"	"Low Intensity Plot: Cover"	42.72835	-85.42823333	2012	9	25	"Michigan"	"Barry County"	""	""	""	3263.2	"Filer loam, 18 to 35 percent slopes"
"S12092502"	"Low Intensity Plot: Cover"	42.72858333	-85.42866667	2012	9	25	"Michigan"	"Barry County"	""	""	""	3241.9	"Filer loam, 18 to 35 percent slopes"
"S12092503"	"Low Intensity Plot: Cover"	42.73031667	-85.4284	2012	9	25	"Michigan"	"Barry County"	""	""	""	3381	"Filer loam, 6 to 12 percent slopes"
"S12092504"	"Low Intensity Plot: Cover"	42.73116667	-85.4295	2012	9	25	"Michigan"	"Barry County"	""	""	""	3354	"Marlette-Oshtemo complex, 18 to 40 percent slopes"
"S12092601"	"Low Intensity Plot: Cover"	42.85515	-85.85046667	2012	9	26	"Michigan"	"Ottawa County"	""	""	""	2246	"Ceresco loam"
"S12092602"	"Low Intensity Plot: Cover"	42.85495	-85.84948333	2012	9	26	"Michigan"	"Ottawa County"	""	""	""	2213.3	"Morley clay loam, 25 to 45 percent slopes, severely eroded"
"S12092603"	"Low Intensity Plot: Cover"	42.85481667	-85.84976667	2012	9	26	"Michigan"	"Ottawa County"	""	""	""	2240.6	"Morley loam, 2 to 6 percent slopes"
"S12092604"	"Low Intensity Plot: Cover"	42.85456667	-85.84981667	2012	9	26	"Michigan"	"Ottawa County"	""	""	""	2267.4	"Morley loam, 2 to 6 percent slopes"
"S13070901"	"Low Intensity Plot: Cover"	42.53531667	-86.04693333	2013	7	9	"Michigan"	"Allegan County"	""	""	""	546.4	"Plainfield sand, lake plain, 0 to 6 percent slopes"
"S13070902"	"Low Intensity Plot: Cover"	42.53473333	-86.04663333	2013	7	9	"Michigan"	"Allegan County"	""	""	""	505.3	"Plainfield sand, lake plain, 0 to 6 percent slopes"
"S13070903"	"Low Intensity Plot: Cover"	42.5339	-86.04653333	2013	7	9	"Michigan"	"Allegan County"	""	""	""	437.1	"Morocco-Newton complex, 0 to 3 percent slopes"
"S13070904"	"Low Intensity Plot: Cover"	42.53301667	-86.0463	2013	7	9	"Michigan"	"Allegan County"	""	""	""	387.1	"Morocco-Newton complex, 0 to 3 percent slopes"
"S13070905"	"Low Intensity Plot: Cover"	42.5321	-86.04651667	2013	7	9	"Michigan"	"Allegan County"	""	""	""	315	"Morocco-Newton complex, 0 to 3 percent slopes"
"S13070906"	"Low Intensity Plot: Cover"	42.53121667	-86.0466	2013	7	9	"Michigan"	"Allegan County"	""	""	""	279.6	"Morocco-Newton complex, 0 to 3 percent slopes"
"S13070907"	"Low Intensity Plot: Cover"	42.53021667	-86.04678333	2013	7	9	"Michigan"	"Allegan County"	""	""	""	270	"Morocco-Newton complex, 0 to 3 percent slopes"
"S13070908"	"Low Intensity Plot: Cover"	42.53031667	-86.04785	2013	7	9	"Michigan"	"Allegan County"	""	""	""	162.3	"Morocco-Newton complex, 0 to 3 percent slopes"
"S13070909"	"Low Intensity Plot: Cover"	42.52943333	-86.04826667	2013	7	9	"Michigan"	"Allegan County"	""	""	""	195.5	"Morocco-Newton complex, 0 to 3 percent slopes"
"S13070910"	"Low Intensity Plot: Cover"	42.52851667	-86.04901667	2013	7	9	"Michigan"	"Allegan County"	""	""	""	268.3	"Morocco-Newton complex, 0 to 3 percent slopes"
"S13070911"	"Low Intensity Plot: Cover"	42.52763333	-86.05031667	2013	7	9	"Michigan"	"Allegan County"	""	""	""	380.7	"Morocco-Newton complex, 0 to 3 percent slopes"
"S13070912"	"Low Intensity Plot: Cover"	42.5272	-86.05076667	2013	7	9	"Michigan"	"Allegan County"	""	""	""	441.3	"Morocco-Newton complex, 0 to 3 percent slopes"
"S13071001"	"Low Intensity Plot: Cover"	42.65628333	-85.9046	2013	7	10	"Michigan"	"Allegan County"	""	""	""	298.1	"Morocco-Newton complex, 0 to 3 percent slopes"
"S13071101"	"Low Intensity Plot: Cover"	43.30553333	-85.92723333	2013	7	11	"Michigan"	"Newaygo County"	""	""	""	170.6	"Pipestone-Kingsville complex, 0 to 3 percent slopes"
"S13071102"	"Low Intensity Plot: Cover"	43.30285	-85.931	2013	7	11	"Michigan"	"Newaygo County"	""	""	""	282.8	"Jebavy sand"
"S13071103"	"Low Intensity Plot: Cover"	43.2968	-85.96681667	2013	7	11	"Michigan"	"Newaygo County"	""	""	""	145.8	"Pipestone-Covert-Saugatuck sands, 0 to 3 percent slopes"
"S13071104"	"Low Intensity Plot: Cover"	43.28915	-85.96728333	2013	7	11	"Michigan"	"Muskegon County"	""	""	""	440.8	"Pipestone-Covert-Saugatuck sands, 0 to 3 percent slopes"
"S13071201"	"Low Intensity Plot: Cover"	42.62678333	-85.9488	2013	7	12	"Michigan"	"Allegan County"	""	""	""	5247.6	"Morocco-Newton complex, 0 to 3 percent slopes"
"S13071202"	"Low Intensity Plot: Cover"	42.62613333	-85.95281667	2013	7	12	"Michigan"	"Allegan County"	""	""	""	4903.4	"Pipestone sand, 0 to 4 percent slopes"
"S13071203"	"Low Intensity Plot: Cover"	42.62613333	-85.95118333	2013	7	12	"Michigan"	"Allegan County"	""	""	""	5021	"Pipestone sand, 0 to 4 percent slopes"
"S13071204"	"Low Intensity Plot: Cover"	42.6253	-85.95085	2013	7	12	"Michigan"	"Allegan County"	""	""	""	4980.3	"Pipestone sand, 0 to 4 percent slopes"
"S13071205"	"Low Intensity Plot: Cover"	42.62695473	-85.96046238	2013	7	12	"Michigan"	"Allegan County"	""	""	""	4472.4	"Morocco-Newton complex, 0 to 3 percent slopes"
"S13071601"	"Low Intensity Plot: Cover"	42.527	-86.04806667	2013	7	16	"Michigan"	"Allegan County"	""	""	""	453.4	"Morocco-Newton complex, 0 to 3 percent slopes"
"S13071602"	"Low Intensity Plot: Cover"	42.52499205	-86.04905282	2013	7	16	"Michigan"	"Allegan County"	""	""	""	659.4	"Morocco-Newton complex, 0 to 3 percent slopes"
"S13071701"	"Hybrid Line-Point-Intercept Plot"	42.52901667	-86.04985	2013	7	17	"Michigan"	"Allegan County"	""	""	""	219.5	"Morocco-Newton complex, 0 to 3 percent slopes"
"S13071801"	"Line-Point-Intercept Plot"	42.53091667	-86.04928333	2013	7	18	"Michigan"	"Allegan County"	"2013MI005400"	"Saugatuck"	"Sandy, mixed, mesic, shallow, ortstein Typic Duraquods"	0.6	"Morocco-Newton complex, 0 to 3 percent slopes"
"S13072301"	"Line-Point-Intercept Plot"	43.30453333	-85.92895	2013	7	23	"Michigan"	"Newaygo County"	"2013MI123401"	"Dair"	"Mixed, mesic Typic Psammaquents"	0	"Pipestone-Kingsville complex, 0 to 3 percent slopes"
"S13072302"	"Line-Point-Intercept Plot"	43.3048	-85.92868333	2013	7	23	"Michigan"	"Newaygo County"	"2013MI123400"	"Saugatuck"	"Sandy, mixed, mesic, shallow, ortstein Typic Duraquods"	0	"Pipestone-Kingsville complex, 0 to 3 percent slopes"
"s13072901"	"Low Intensity Plot: Cover"	41.72633333	-86.8124	2013	7	29	"Indiana"	"LaPorte County"	""	""	""	230.6	"Newton loamy fine sand"
"s13072902"	"Low Intensity Plot: Cover"	41.72675	-86.81236667	2013	7	29	"Indiana"	"LaPorte County"	""	""	""	197.3	"Newton loamy fine sand"
"s13072903"	"Low Intensity Plot: Cover"	41.72668333	-86.81181667	2013	7	29	"Indiana"	"LaPorte County"	""	""	""	161.2	"Newton loamy fine sand"
